,Unnamed: 0,artistName,trackName,msPlayed,artist_genres,Track Play Count
130,147,Edvard Grieg,"Peer Gynt Suite No. 2, Op. 55: IV. Solveig's Song",311560,"['classical', 'late romantic era', 'norwegian classical']",20.0
1492,4942,WEISS,You're Sunshine,176097,"['house', 'tech house', 'uk dance', 'uk house']",20.0
310,451,Phoenix,1901,193106,"['alternative dance', 'indie rock', 'modern rock', 'neo-synthpop', 'new rave', 'rock independant francais', 'shimmer pop']",20.0
551,944,Destroy Lonely,if looks could kill,24384,['rage rap'],20.0
412,629,Lil Wayne,Let The Beat Build,309000,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",20.0
653,1187,Frederick Delius,"Delius: 2 Pieces for Small Orchestra: No. 1, On Hearing the First Cuckoo in Spring",349760,"['classical', 'early modern classical', 'impressionism', 'post-romantic era']",20.0
1032,2964,mgk,Candy (feat. Trippie Redd),156719,"['ohio hip hop', 'pop rap']",20.0
254,354,Azizi Gibson,Toast,179891,"['canadian hip hop', 'underground hip hop']",20.0
757,1785,Lil Uzi Vert,Do What I Want,175203,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']",20.0
229,318,Playboi Carti,Sky,193234,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']",20.0
980,2760,Mac Miller,Self Care,317834,"['hip hop', 'pittsburgh rap', 'rap']",20.0
224,312,A$AP Rocky,Ghetto Symphony (feat. Gunplay & A$AP Ferg),237733,"['east coast hip hop', 'hip hop', 'rap', 'trap']",20.0
125,142,Robert Schumann,"3 Romanzen, Op. 28: No. 2 in F-Sharp Major (Einfach)",230180,"['early romantic era', 'german romanticism']",20.0
511,836,2 Chainz,4 AM,233128,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",20.0
532,896,Federico Mompou,Musica callada I Angelico,120480,"['early modern classical', 'impressionism', 'spanish classical']",20.0
2193,7833,SZA,Love Galore (feat. Travis Scott),233081,"['pop', 'r&b', 'rap']",20.0
82,96,Claude Debussy,"Préludes / Book 2, L. 123: 5. Bruyères - Home Session",216061,"['classical', 'impressionism', 'post-romantic era']",20.0
200,269,JAY-Z,Run This Town,267520,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",20.0
118,135,Claude Debussy,"Rêverie, L. 68: Rêverie",257000,"['classical', 'impressionism', 'post-romantic era']",20.0
470,745,Kanye West,Bound 2,229146,"['chicago rap', 'hip hop', 'rap']",20.0
4511,18283,The Smashing Pumpkins,1979 - Remastered 2012,266200,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'rock', 'spacegrunge']",20.0
2625,9654,Kendrick Lamar,Father Time (feat. Sampha),222497,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",20.0
65,71,The Killers,When You Were Young,21238,"['alternative rock', 'dance rock', 'modern rock', 'permanent wave', 'rock']",19.0
85,99,Georges Bizet,"Chants du Rhin, WD 52: Les rêves",224333,"['classical', 'french opera', 'french romanticism', 'late romantic era']",19.0
1507,4969,ALYSS,Pyramid,233684,[],19.0
2081,7377,A$AP Rocky,RIOT (Rowdy Pipe'n),69376,"['east coast hip hop', 'hip hop', 'rap', 'trap']",19.0
51,55,JAY-Z,Gotta Have It,140746,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",19.0
675,1452,ScHoolboy Q,Collard Greens,299960,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",19.0
603,1069,Chromatics,Cherry,200502,"['alternative dance', 'art pop', 'chillwave', 'dream pop', 'electronica', 'indietronica', 'modern dream pop', 'neo-synthpop']",19.0
1575,5192,LOSTBOYJAY,COULD BE WRONG,186046,['rally house'],19.0
120,137,GÅEL,Mid Air,147936,['ambient worship'],19.0
78,92,Giacomo Puccini,Puccini: Crisantemi,421560,"['classical', 'italian opera', 'italian romanticism', 'post-romantic era']",19.0
139,156,Kendrick Lamar,FEEL.,214826,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",19.0
151,172,Kendrick Lamar,XXX. FEAT. U2.,254200,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",19.0
831,2066,Kid Cudi,Mr. Rager,294226,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",19.0
2129,7696,Drake,Don’t Matter To Me (with Michael Jackson),183159,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",19.0
131,148,Johann Sebastian Bach,"Gottes Zeit ist die allerbeste Zeit, Sonatina az ""Actus tragicus""-ból, BWV 106",138880,"['baroque', 'classical', 'early music', 'german baroque']",19.0
894,2220,Kavinsky,Nightcall,258413,['filter house'],19.0
3977,15281,A$AP Rocky,Wassup,158133,"['east coast hip hop', 'hip hop', 'rap', 'trap']",19.0
1335,4404,Chief Keef,Save That Shit,215992,"['chicago bop', 'chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",19.0
3708,13232,Gmac Cash,Lions Won Again,96052,[],19.0
4519,18301,The Strokes,Last Nite,193373,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",19.0
1346,4427,Playboi Carti,ILoveUIHateU,31741,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']",19.0
472,754,Mac Miller,The Spins,195873,"['hip hop', 'pittsburgh rap', 'rap']",19.0
126,143,Traditional,"Limu, limu, lima (Arr. Schindler for Piano)",335360,"['gregorian chant', 'hengelliset laulut', 'puirt-a-beul']",19.0
985,2821,Drake,Feel No Ways,5183,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",19.0
524,861,Mac Miller,Donald Trump,164522,"['hip hop', 'pittsburgh rap', 'rap']",19.0
526,863,Mac Miller,Snooze,169763,"['hip hop', 'pittsburgh rap', 'rap']",19.0
728,1651,Rick Ross,Aston Martin Music,55181,"['dirty south rap', 'gangster rap', 'hip hop', 'rap', 'southern hip hop', 'trap']",19.0
582,1015,Kanye West,Through The Wire,221226,"['chicago rap', 'hip hop', 'rap']",19.0
87,101,Baal HaSulam,Melodies of the Upper Worlds (Arr. M. Ayrapetyan for Piano): XIII. To Proclaim in the Morning About Your Mercy,177226,[],19.0
48,52,Kanye West,Dark Fantasy,280786,"['chicago rap', 'hip hop', 'rap']",19.0
1092,3197,Matt and Kim,Daylight,171333,"['brooklyn indie', 'indietronica', 'modern rock', 'shimmer pop']",19.0
3732,13514,Tame Impala,Eventually,318591,"['australian psych', 'modern rock', 'neo-psychedelic', 'rock']",19.0
115,132,Yiruma,We Contain Multitudes — piano reworks,264052,"['korean instrumental', 'neo-classical', 'new age piano']",19.0
1024,2950,Lil Wayne,Hittas,178738,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",19.0
437,666,Frank Ocean,Thinkin Bout You,200746,"['lgbtq+ hip hop', 'neo soul']",19.0
334,482,Maurice Ravel,Pavane pour une infante défunte,336000,"['classical', 'impressionism', 'neoclassicism', 'post-romantic era']",18.0
776,1867,"Tyler, The Creator",SMUCKERS (feat. Lil Wayne & Kanye West),326658,"['hip hop', 'rap']",18.0
134,151,Víkingur Ólafsson,…And at the Hour of Death,152933,"['classical piano', 'nordic classical piano']",18.0
144,162,A$AP Rocky,"Fine Whine (feat. Joe Fox, Future & M.I.A.)",218546,"['east coast hip hop', 'hip hop', 'rap', 'trap']",18.0
1527,5036,Chris Lorenzo,Every Morning,183009,"['bass house', 'house', 'tech house']",18.0
745,1713,Mac Miller,Fight the Feeling (feat. Kendrick Lamar & Iman Omari),276621,"['hip hop', 'pittsburgh rap', 'rap']",18.0
791,1905,Three 6 Mafia,Stay Fly,133630,"['crunk', 'dirty south rap', 'gangster rap', 'memphis hip hop', 'southern hip hop', 'tennessee hip hop', 'trap']",18.0
106,122,Felix Mendelssohn,"Lieder ohne Worte (Songs without Words), Book 2, Op. 30: No. 7 in E-Flat Major, Op. 30, No. 1",282813,"['classical', 'early romantic era', 'german romanticism']",18.0
128,145,Ola Gjeilo,Homebound,122440,"['21st century classical', 'nordic contemporary classical']",18.0
129,146,Sigvaldi Kaldalóns,Ave María (Arr. Víkingur Ólafsson) - Upright Piano,216213,['icelandic classical'],18.0
786,1892,Twista,Slow Jamz,125846,"['chicago rap', 'dirty south rap', 'gangster rap', 'trap']",18.0
1891,6771,Lil Peep,white tee,132226,"['cloud rap', 'emo rap', 'lgbtq+ hip hop']",18.0
609,1088,ILOVEMAKONNEN,Tuesday (feat. Drake),321987,"['atl hip hop', 'lgbtq+ hip hop', 'trap']",18.0
796,1989,Joey Bada$$,TEMPTATION,244197,"['conscious hip hop', 'hip hop', 'rap']",18.0
604,1075,Chance the Rapper,Same Drugs,205891,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",18.0
4199,17039,David Bowie,Starman - 2012 Remaster,254293,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",18.0
1345,4426,Baby Keem,STATS,22823,"['hip hop', 'rap']",18.0
1256,3951,Travis Scott,90210 (feat. Kacy Hill),339066,"['hip hop', 'rap', 'slap house']",18.0
464,733,Kanye West,Flashing Lights,237506,"['chicago rap', 'hip hop', 'rap']",18.0
3065,11023,Kodak Black,Shake Back,183562,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']",18.0
535,902,Robert Schumann,"Kinderszenen, Op. 15: 1. Von fremden Ländern und Menschen",113240,"['early romantic era', 'german romanticism']",18.0
176,217,A$AP Rocky,Changes,1962,"['east coast hip hop', 'hip hop', 'rap', 'trap']",18.0
1190,3618,T.I.,Live Your Life,338853,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",18.0
4926,21383,Chance the Rapper,Chain Smoker,210562,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",18.0
4671,19322,Blur,Sing - 2012 Remaster,360973,"['alternative rock', 'britpop', 'madchester', 'permanent wave', 'rock']",18.0
274,384,Juice WRLD,All Girls Are The Same,165819,"['chicago rap', 'melodic rap', 'rap']",18.0
898,2238,YoungBoy Never Broke Again,Nevada,155737,"['baton rouge rap', 'rap']",18.0
124,141,Johann Sebastian Bach,"Orchestral Suite No. 3 in D Major, BWV 1068: II. Air ""On a G String"" (Arr. for Piano)",328800,"['baroque', 'classical', 'early music', 'german baroque']",18.0
618,1108,Lil Uzi Vert,Neon Guts (feat. Pharrell Williams),142255,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']",18.0
649,1175,Mac Miller,2009,347986,"['hip hop', 'pittsburgh rap', 'rap']",18.0
81,95,William Walton,Henry V: Henry V: Touch her soft lips and part,93840,"['british modern classical', 'early modern classical']",18.0
398,609,Kanye West,Famous,196040,"['chicago rap', 'hip hop', 'rap']",18.0
623,1125,Drake,Houstatlantavegas,209304,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",18.0
837,2079,Lil Uzi Vert,Erase Your Social,199993,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']",18.0
1064,3028,The Rolling Stones,Gimme Shelter,203498,"['album rock', 'british invasion', 'classic rock', 'rock']",18.0
843,2108,MGMT,Electric Feel,229640,"['alternative rock', 'indie rock', 'indietronica', 'modern rock', 'rock']",18.0
1787,6250,Olivia Rodrigo,deja vu,215506,['pop'],18.0
547,919,Macklemore,SORRY (feat. Livingston),209693,"['pop rap', 'seattle hip hop']",17.0
90,104,Mikael Ayrapetyan,"Miniatures for Piano ""A Whole in Twelve"": No. 2, The Lady Plays",306373,['caucasian classical piano'],17.0
3487,12189,Green Day,Basket Case,56215,"['modern rock', 'permanent wave', 'punk', 'rock']",17.0
4521,18303,Pixies,Here Comes Your Man,201186,"['alternative rock', 'boston rock', 'permanent wave', 'rock']",17.0
108,124,Komitas,"12 Pieces for Children: No. 6, My Darling and Marjan (Variation)",77093,"['armenian folk', 'caucasian classical', 'oriental classical']",17.0
114,130,Johann Sebastian Bach,"Bach: Arioso (Arr. Cortot After Harpsichord Concerto No. 5 in F Minor, BWV 1056)",174383,"['baroque', 'classical', 'early music', 'german baroque']",17.0
356,525,Lil Wayne,Right Above It,271946,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",17.0
113,129,John Cage,In a Landscape,531826,"['american contemporary classical', 'avant-garde', 'classical', 'compositional ambient', 'contemporary classical', 'experimental']",17.0
1493,4943,Mall Grab,Liverpool Street In The Rain,235326,"['aussietronica', 'australian house', 'lo-fi house']",17.0
2511,9013,A$AP Rocky,Demons,180066,"['east coast hip hop', 'hip hop', 'rap', 'trap']",17.0
695,1513,Chance the Rapper,All Night (feat. Knox Fortune),22685,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",17.0
1174,3576,Calvin Harris,Feel So Close - Radio Edit,206413,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",17.0
659,1294,A$AP Rocky,Wavybone (feat. Juicy J & UGK),273740,"['east coast hip hop', 'hip hop', 'rap', 'trap']",17.0
353,518,blink-182,Adam's Song,249626,"['alternative metal', 'modern rock', 'pop punk', 'punk', 'rock', 'socal pop punk']",17.0
1521,5026,IAMNOBODI,Separated,0,"['abstract beats', 'neo r&b', 'vapor twitch']",17.0
111,127,William Grant Still,3 Visions: No. 2. Summerland,261533,"['african-american classical', 'american modern classical', 'early modern classical', 'harlem renaissance']",17.0
3972,15268,A$AP ANT,The God Hour,147098,"['baltimore hip hop', 'drill', 'underground hip hop']",17.0
655,1286,Playboi Carti,New N3on,650,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']",17.0
821,2030,Wiz Khalifa,Medicated (feat. Chevy Woods & Juicy J),331013,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",17.0
488,776,George Frideric Handel,"Rinaldo, HWV 7a, Act II, Scene 4: Lascia ch'io pianga - Arr. for French Horn",300000,"['baroque', 'classical', 'early music', 'english baroque', 'german baroque']",17.0
150,171,Kendrick Lamar,LOVE. FEAT. ZACARI.,213400,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",17.0
184,244,Third Eye Blind,Jumper - 1998 Edit,272973,"['alternative metal', 'alternative rock', 'pop rock', 'post-grunge']",17.0
797,2003,Metallica,One (Remastered),426852,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']",17.0
197,260,KIDS SEE GHOSTS,Reborn,132983,['rap'],17.0
161,183,Mac Miller,Woods,286386,"['hip hop', 'pittsburgh rap', 'rap']",17.0
301,436,Toivo Kuula,"6 Piano Pieces, Op. 26: No. 2, Pastoral Atmosphere",224480,['finnish classical'],17.0
302,437,Ludovico Einaudi,L'Origine Nascosta,191906,"['compositional ambient', 'neo-classical']",17.0
3637,12921,Key Glock,Ambition For Cash,143480,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",17.0
86,100,Sergei Rachmaninoff,"Piano Concerto No. 2 in C Minor, Op. 18: 2. Adagio sostenuto",417551,"['classical', 'post-romantic era', 'russian romanticism', 'ukrainian classical']",16.0
84,98,Johannes Brahms,"16 Waltzes, Op. 39: No. 15 In A Flat Major",94333,"['classical', 'german romanticism', 'late romantic era']",16.0
3813,14118,Michael Jackson,Billie Jean,294226,"['r&b', 'soul']",16.0
645,1163,Chance the Rapper,Favorite Song,185062,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",16.0
88,102,Heitor Villa-Lobos,"Pequena Suíte, W064: V. Melodia",157293,"['brazilian classical', 'classical', 'early modern classical', 'latin classical', 'neoclassicism']",16.0
192,254,Common,GO!,224160,"['alternative hip hop', 'chicago rap', 'conscious hip hop', 'hardcore hip hop', 'hip hop', 'political hip hop']",16.0
233,322,YoungBoy Never Broke Again,My Window (feat. Lil Wayne),192000,"['baton rouge rap', 'rap']",16.0
1862,6662,Kodak Black,Tunnel Vision,243000,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']",16.0
1205,3647,Avicii,Levels - Radio Edit,199906,"['dance pop', 'edm', 'pop', 'pop dance']",16.0
1559,5117,Alexandra Streliski,a new romance,190232,['indie quebecois'],16.0
2630,9697,Travis Scott,Maria I'm Drunk (feat. Justin Bieber & Young Thug),349933,"['hip hop', 'rap', 'slap house']",16.0
238,327,Travis Scott,Watch (feat. Lil Uzi Vert & Kanye West),217405,"['hip hop', 'rap', 'slap house']",16.0
239,328,Meek Mill,Wins & Losses,60579,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",16.0
835,2073,JAY-Z,No Church In The Wild,23424,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",16.0
4544,18395,Nirvana,Dumb,151893,"['grunge', 'permanent wave', 'rock']",16.0
179,238,Kendrick Lamar,untitled 02 | 06.23.2014.,258826,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",16.0
617,1107,Juice WRLD,Hide (feat. Seezyn),205800,"['chicago rap', 'melodic rap', 'rap']",16.0
1130,3444,Key Glock,Gang Shit No Lame Shit,131600,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",16.0
273,383,Aminé,REEL IT IN,121346,"['pop rap', 'portland hip hop', 'rap', 'underground hip hop']",16.0
1567,5166,Mild Minds,FORMATIONS,177089,['australian dance'],16.0
520,853,Mac Miller,Missed Calls,178902,"['hip hop', 'pittsburgh rap', 'rap']",16.0
4065,15700,Lil Tjay,Project Walls (feat. YoungBoy Never Broke Again),152217,"['brooklyn drill', 'melodic rap', 'nyc rap', 'rap']",16.0
588,1039,Rick Ross,Hustlin',242393,"['dirty south rap', 'gangster rap', 'hip hop', 'rap', 'southern hip hop', 'trap']",16.0
4429,18091,Radiohead,High and Dry,257480,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",16.0
340,495,Georg Holm,Fljótavík,248692,[],16.0
127,144,George Walker,Lyric for Strings,322596,"['african-american classical', 'american modern classical']",16.0
1854,6638,J. Cole,Power Trip (feat. Miguel),241160,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",16.0
749,1721,Project Pat,Life We Live (feat. Namond Lumpkin & Edgar Fletcher),1749,"['crunk', 'dirty south rap', 'gangster rap', 'memphis hip hop', 'trap']",16.0
1306,4253,Calvin Harris,I Need Your Love (feat. Ellie Goulding),234506,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",16.0
4578,18459,Nirvana,All Apologies,233173,"['grunge', 'permanent wave', 'rock']",16.0
2399,8511,Steve Lacy,Infrunami,178328,['afrofuturism'],16.0
354,519,Jimi Hendrix,All Along the Watchtower,240800,"['acid rock', 'album rock', 'alternative rock', 'classic rock', 'hard rock', 'proto-metal', 'psychedelic rock', 'rock']",16.0
136,153,Kendrick Lamar,DNA.,185946,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",16.0
252,352,Kendrick Lamar,i,220519,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",16.0
2466,8825,Radiohead,Karma Police,264066,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",16.0
3402,11917,Videoclub,Amour plastique,216665,"['french indie pop', 'french synthpop']",16.0
3361,11736,JAY-Z,Feelin' It,198382,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",16.0
2261,8011,2Pac,Ambitionz Az A Ridah,155736,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",16.0
362,543,Outkast,Rosa Parks,290362,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'rap', 'southern hip hop']",16.0
262,364,Macklemore,Glorious (feat. Skylar Grey),2431,"['pop rap', 'seattle hip hop']",16.0
1040,2979,Central Cee,Doja,44970,"['melodic drill', 'r&drill']",16.0
1009,2915,The Rolling Stones,She's A Rainbow,15301,"['album rock', 'british invasion', 'classic rock', 'rock']",16.0
794,1980,Outkast,Unhappy,199360,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'rap', 'southern hip hop']",16.0
2398,8510,Steve Lacy,Dark Red,173104,['afrofuturism'],16.0
2172,7798,Steve Lacy,N Side,224444,['afrofuturism'],16.0
907,2255,xtcash,24 songs,223558,[],16.0
4564,18437,Nirvana,Heart-Shaped Box,281160,"['grunge', 'permanent wave', 'rock']",16.0
2217,7881,Travis Scott,I KNOW ?,211582,"['hip hop', 'rap', 'slap house']",15.0
1468,4765,Kanye West,Hold My Liquor,326946,"['chicago rap', 'hip hop', 'rap']",15.0
4719,19712,Playboi Carti,Magnolia,3690,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']",15.0
1982,7149,JAY-Z,Otis,178213,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",15.0
271,379,Young Thug,Relationship (feat. Future),215306,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']",15.0
908,2257,Playboi Carti,Choppa Won't Miss (feat. Young Thug),202334,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']",15.0
