,endTime,artistName,trackName,msPlayed,artist_genres
6898,2023-07-13 19:35,Drake,Circo Loco,236795,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
6899,2023-07-13 19:39,Drake,Pussy & Millions (feat. Travis Scott),242026,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
6900,2023-07-13 19:43,Drake,Broke Boys,225439,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
6901,2023-07-13 19:49,Drake,Middle of the Ocean,356389,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
6902,2023-07-13 19:51,Drake,Jumbotron Shit Poppin,137151,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
6903,2023-07-13 19:55,Drake,More M’s,221406,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
6904,2023-07-13 19:58,21 Savage,3AM on Glenwood,178328,"['atl hip hop', 'hip hop', 'rap']"
6905,2023-07-13 20:02,Drake,I Guess It’s Fuck Me,263987,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
6906,2023-07-13 20:04,Kanye West,Father Stretch My Hands Pt. 1,135920,"['chicago rap', 'hip hop', 'rap']"
6907,2023-07-13 20:07,Destroy Lonely,NOSTYLIST,180000,['rage rap']
6908,2023-07-13 20:11,Travis Scott,NO BYSTANDERS,218283,"['hip hop', 'rap', 'slap house']"
6909,2023-07-13 20:13,Metro Boomin,Don't Come Out The House (with 21 Savage),128273,"['hip hop', 'rap']"
6910,2023-07-13 20:16,Lil Wayne,Intro,172053,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
6911,2023-07-13 20:21,Lil Wayne,Blunt Blowin,312960,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
6912,2023-07-13 20:24,Lil Wayne,MegaMan,198280,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
6913,2023-07-13 20:29,Lil Wayne,6 Foot 7 Foot,248586,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
6914,2023-07-13 20:33,Lil Wayne,Nightmares Of The Bottom,281080,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
6915,2023-07-13 20:38,Lil Wayne,She Will,305840,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
6916,2023-07-13 20:43,Lil Wayne,How To Hate,278520,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
6917,2023-07-13 20:45,Lil Wayne,Interlude,121226,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
6918,2023-07-13 20:50,Lil Wayne,John,286973,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
6919,2023-07-13 20:54,Lil Wayne,Abortion,223920,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
6920,2023-07-13 20:56,Lil Wayne,So Special,129910,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
6921,2023-07-13 21:01,Lil Wayne,So Special,0,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
6922,2023-07-13 21:01,Lil Wayne,I Like The View,580,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
6923,2023-07-13 21:01,Lil Wayne,Let The Beat Build,3018,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
6924,2023-07-13 21:05,Lil Wayne,So Special,232093,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
6925,2023-07-13 21:09,Lil Wayne,How To Love,240306,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
6926,2023-07-13 21:13,Lil Wayne,President Carter,255373,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
6927,2023-07-13 21:17,Lil Wayne,It's Good,241466,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
6928,2023-07-13 21:21,Lil Wayne,Outro,232666,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
6929,2023-07-13 21:26,Lil Wayne,I Like The View,279487,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
6930,2023-07-13 21:30,Lil Wayne,I Got Some Money On Me,394,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
6931,2023-07-13 21:30,Lil Wayne,Novacane,255,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
6932,2023-07-13 21:30,Lil Wayne,Mirror,218120,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
6933,2023-07-13 21:34,Lil Wayne,Novacane,189777,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
6934,2023-07-14 01:10,Frank Ocean,Nights,307151,"['lgbtq+ hip hop', 'neo soul']"
6935,2023-07-14 01:14,Chance the Rapper,The Highs & The Lows,254434,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
6936,2023-07-14 16:13,Lil Wayne,Blunt Blowin,312960,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
6937,2023-07-14 16:16,Lil Wayne,So Special,125246,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
6938,2023-07-14 16:18,Lil Wayne,So Special,126339,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
6939,2023-07-14 16:22,Lil Wayne,So Special,232093,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
6940,2023-07-14 16:26,John Newman,Love Me Again,239894,['dance pop']
6941,2023-07-14 16:31,Rihanna,Loveeeeeee Song,256320,"['barbadian pop', 'pop', 'urban contemporary']"
6942,2023-07-14 16:34,A$AP Rocky,I Come Apart (feat. Florence Welch),188657,"['east coast hip hop', 'hip hop', 'rap', 'trap']"
6943,2023-07-14 16:37,A$AP Rocky,Jukebox Joints (feat. Joe Fox & Kanye West),122880,"['east coast hip hop', 'hip hop', 'rap', 'trap']"
6944,2023-07-14 16:37,"Tyler, The Creator",911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),1044,"['hip hop', 'rap']"
6945,2023-07-14 16:40,Outkast,Unhappy,149490,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'rap', 'southern hip hop']"
6946,2023-07-14 16:44,Kendrick Lamar,LOVE. FEAT. ZACARI.,213400,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
6947,2023-07-14 16:48,Chance the Rapper,Same Drugs,257775,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
6948,2023-07-14 16:50,Childish Gambino,Sober,138300,"['atl hip hop', 'hip hop', 'rap']"
6949,2023-07-14 16:52,Lil Wayne,Cameras (feat. Allan Cubas),26493,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
6950,2023-07-14 16:52,Lil Wayne,Lil Romeo,2716,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
6951,2023-07-14 16:54,Lil Wayne,Twist Made Me,148610,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
6952,2023-07-14 16:57,Lil Wayne,Grove Party (feat. Lil B),142985,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
6953,2023-07-14 17:00,Lil Wayne,Kant Nobody (feat. DMX),163538,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
6954,2023-07-14 17:04,Lil Wayne,6 Foot 7 Foot (feat. Cory Gunz),248586,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
6955,2023-07-14 17:09,Lil Wayne,She Will (feat. Drake),305840,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
6956,2023-07-14 17:11,Lil Wayne,Mr. Carter (feat. JAY-Z),130212,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
6957,2023-07-14 17:18,Lil Wayne,Blunt Blowin,312960,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
6958,2023-07-14 17:22,Lil Wayne,Fireman,253687,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
6959,2023-07-14 17:26,Lil Wayne,Fireman,4922,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
6960,2023-07-14 17:31,Lil Wayne,Mrs. Officer (feat. Bobby V. & Kidd Kidd),286906,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
6961,2023-07-14 17:33,Lil Wayne,No Worries (feat. Detail),162781,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
6962,2023-07-14 18:33,Gala,"Freed From Desire - prod. Molella, Phil Jay",213394,"['dance pop', 'edm', 'pop', 'pop dance']"
6963,2023-07-14 18:36,Avicii,Levels - Radio Edit,199906,"['dance pop', 'edm', 'pop', 'pop dance']"
6964,2023-07-14 18:39,LF SYSTEM,Afraid To Feel,177524,['uk dance']
6965,2023-07-14 18:43,Eliza Rose,B.O.T.A. (Baddest Of Them All) - Edit,226626,['house']
6966,2023-07-14 18:47,Alice Deejay,Better Off Alone,214883,['eurodance']
6967,2023-07-14 18:49,R3HAB,All Around The World (La La La),147840,"['dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'slap house']"
6968,2023-07-14 18:52,Bob Sinclar,"World, Hold On - FISHER Rework",178304,"['disco house', 'filter house']"
6969,2023-07-14 18:58,Stardust,Music Sounds Better With You - Radio Edit,260906,['filter house']
6970,2023-07-14 18:59,Modjo,Lady - Hear Me Tonight,85263,"['disco house', 'filter house']"
6971,2023-07-14 19:10,Modjo,Lady - Hear Me Tonight,222161,"['disco house', 'filter house']"
6972,2023-07-14 19:13,Peggy Gou,(It Goes Like) Nanana - Edit,231545,"['electra', 'float house']"
6973,2023-07-14 19:17,Gala,Freed from Desire (Xtm Remix Edit),213906,"['dance pop', 'edm', 'pop', 'pop dance']"
6974,2023-07-14 19:18,Mark Van Dale,Water Verve (Mixed) - DJ Quicksilver Remix,49158,"['bubble trance', 'dutch trance']"
6975,2023-07-14 19:21,Bakermat,Baianá,180842,"['minimal tech house', 'tropical house']"
6976,2023-07-14 19:24,Oliver Tree,Miss You,206000,['alternative hip hop']
6977,2023-07-14 19:26,Bee Gees,Stayin' Alive - Edited Version,92866,"['disco', 'mellow gold', 'soft rock']"
6978,2023-07-14 19:29,Gala,"Let a Boy Cry - prod. Molella, Phil Jay",203284,"['dance pop', 'edm', 'pop', 'pop dance']"
6979,2023-07-14 19:33,David Guetta,Memories (feat. Kid Cudi),210093,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']"
6980,2023-07-14 19:33,Endor,Pump It Up,5489,"['deep groove house', 'scottish rock', 'uk dance']"
6981,2023-07-14 20:12,Lil Wayne,Right Above It (feat. Drake),271946,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
6982,2023-07-14 20:12,Lil Wayne,Blunt Blowin,10817,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
6983,2023-07-14 20:13,Lil Wayne,Blunt Blowin,4160,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
6984,2023-07-14 20:24,Lil Wayne,Blunt Blowin,7476,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
6985,2023-07-14 20:28,Lil Wayne,So Special,232093,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
6986,2023-07-14 20:28,Frank Ocean,Ivy,10473,"['lgbtq+ hip hop', 'neo soul']"
6987,2023-07-14 20:31,"Tyler, The Creator",IFHY (feat. Pharrell),167253,"['hip hop', 'rap']"
6988,2023-07-14 21:00,D.O.D,Sleepless,185730,"['electro house', 'house', 'pop dance', 'uk dance']"
6989,2023-07-14 21:01,Bob Sinclar,Save Our Soul - Rework 2021,62153,"['disco house', 'filter house']"
6990,2023-07-14 21:03,Sosa UK,Your Love,91881,['tech house']
6991,2023-07-14 21:16,Sosa UK,Your Love,73527,['tech house']
6992,2023-07-14 21:34,Fred again..,Baby again..,305015,"['edm', 'house', 'stutter house']"
6993,2023-07-14 21:36,GEE LEE,Fast Life,141120,['rally house']
6994,2023-07-14 21:40,Sonny Fodera,Remember (feat. Stevie Appleton),163234,"['house', 'pop dance', 'uk dance']"
6995,2023-07-14 22:36,Gorillaz,New Gold (feat. Tame Impala and Bootie Brown) - Dom Dolla Remix,79381,"['alternative hip hop', 'modern rock', 'rock']"
6996,2023-07-14 22:39,WEISS,You're Sunshine,176097,"['house', 'tech house', 'uk dance', 'uk house']"
6997,2023-07-14 22:40,GEE LEE,Fast Life,41365,['rally house']
6998,2023-07-14 22:43,Tchami,The Calling,197760,"['deep groove house', 'edm', 'electro house', 'future house', 'house', 'pop dance', 'progressive house']"
6999,2023-07-14 22:46,LF SYSTEM,Afraid To Feel,177524,['uk dance']
7000,2023-07-14 22:48,Sonny Fodera,Remember (feat. Stevie Appleton),2090,"['house', 'pop dance', 'uk dance']"
7001,2023-07-14 22:48,Mild Minds,FORMATIONS,0,['australian dance']
7002,2023-07-14 22:48,Calvin Harris,Thinking About You (feat. Ayah Marar),405,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']"
7003,2023-07-14 22:48,Jaish,East Side,110733,[]
7004,2023-07-14 22:50,Calvin Harris,Thinking About You (feat. Ayah Marar),116991,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']"
7005,2023-07-14 22:53,Chris Lake,Turn off the Lights - Cages Remix,185151,"['bass house', 'edm', 'electro house', 'house', 'melbourne bounce', 'pop dance', 'progressive house', 'tech house']"
7006,2023-07-14 22:56,Fred again..,Danielle (smile on my face),87210,"['edm', 'house', 'stutter house']"
7007,2023-07-15 02:20,LOSTBOYJAY,COULD BE WRONG,6315,['rally house']
7008,2023-07-15 02:25,Frank Ocean,Nikes,314075,"['lgbtq+ hip hop', 'neo soul']"
7009,2023-07-15 02:28,Kanye West,Ghost Town,22329,"['chicago rap', 'hip hop', 'rap']"
7010,2023-07-16 18:16,Sosa UK,Your Love,49344,['tech house']
7011,2023-07-16 18:22,Drake,Massive,336924,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
7012,2023-07-16 18:25,WEISS,Feel My Needs,208524,"['house', 'tech house', 'uk dance', 'uk house']"
7013,2023-07-16 18:31,Mall Grab,Liverpool Street In The Rain,309380,"['aussietronica', 'australian house', 'lo-fi house']"
7014,2023-07-16 19:17,ALYSS,Pyramid,233684,[]
7015,2023-07-16 19:23,Dominica,Gotta Let You Go - Club Mix,410623,[]
7016,2023-07-16 19:24,Tchami,The Calling,6546,"['deep groove house', 'edm', 'electro house', 'future house', 'house', 'pop dance', 'progressive house']"
7017,2023-07-16 21:20,Secondcity,I Wanna Feel,11795,"['house', 'uk dance', 'uk house']"
7018,2023-07-16 21:20,Eliza Rose,B.O.T.A. (Baddest Of Them All) - Edit,1346,['house']
7019,2023-07-16 21:20,Tchami,The Calling,1625,"['deep groove house', 'edm', 'electro house', 'future house', 'house', 'pop dance', 'progressive house']"
7020,2023-07-16 21:21,Sosa UK,Your Love,27196,['tech house']
7021,2023-07-16 21:21,Eliza Rose,B.O.T.A. (Baddest Of Them All) - Edit,22407,['house']
7022,2023-07-16 21:21,Disclosure,White Noise,116,"['edm', 'house', 'indietronica', 'uk dance']"
7023,2023-07-16 21:27,Eliza Rose,B.O.T.A. (Baddest Of Them All) - Edit,226626,['house']
7024,2023-07-16 21:30,Chris Stussy,All Night Long,143231,['dutch tech house']
7025,2023-07-16 21:33,Secondcity,I Wanna Feel,186066,"['house', 'uk dance', 'uk house']"
7026,2023-07-16 21:35,Lil Wayne,Right Above It (feat. Drake),882,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
7027,2023-07-16 21:35,Skin On Skin,Way Ur Touchin Me,143412,[]
7028,2023-07-16 21:45,Lil Wayne,Mrs. Officer (feat. Bobby V. & Kidd Kidd),286906,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
7029,2023-07-16 21:49,Lil Wayne,Right Above It (feat. Drake),271946,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
7030,2023-07-16 21:54,Lil Wayne,6 Foot 7 Foot (feat. Cory Gunz),248586,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
7031,2023-07-16 21:57,Lil Wayne,A Milli - 2008 / Re-Mastered Version,184432,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
7032,2023-07-16 22:05,Lil Wayne,Kant Nobody (feat. DMX),867,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
7033,2023-07-16 22:05,Lil Wayne,Blunt Blowin,312960,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
7034,2023-07-16 22:08,Lil Wayne,Uproar (feat. Swizz Beatz),189103,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
7035,2023-07-16 22:12,Lil Wayne,Go DJ,124844,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
7036,2023-07-16 22:13,Mall Grab,Liverpool Street In The Rain,86424,"['aussietronica', 'australian house', 'lo-fi house']"
7037,2023-07-16 22:17,WEISS,Feel My Needs,208524,"['house', 'tech house', 'uk dance', 'uk house']"
7038,2023-07-16 22:20,Diplo,Don't Forget My Love,182881,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop dance']"
7039,2023-07-16 22:26,Drake,Massive,336924,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
7040,2023-07-16 22:27,Fred again..,Homies (feat. Henry Wu),57198,"['edm', 'house', 'stutter house']"
7041,2023-07-16 23:00,Fred again..,Homies (feat. Henry Wu),3181,"['edm', 'house', 'stutter house']"
7042,2023-07-16 23:00,Dayglow,Can I Call You Tonight?,3622,"['austindie', 'indie rock', 'pov: indie']"
7043,2023-07-16 23:02,Lil Wayne,So Special,95550,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
7044,2023-07-16 23:08,Lil Uzi Vert,The Way Life Goes (feat. Oh Wonder),20604,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']"
7045,2023-07-16 23:08,Travis Scott,90210 (feat. Kacy Hill),975,"['hip hop', 'rap', 'slap house']"
7046,2023-07-16 23:08,Lil Wayne,So Special,136791,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
7047,2023-07-16 23:13,Rihanna,Loveeeeeee Song,256320,"['barbadian pop', 'pop', 'urban contemporary']"
7048,2023-07-16 23:27,Mac Miller,Someone Like You,108963,"['hip hop', 'pittsburgh rap', 'rap']"
7049,2023-07-17 01:50,Gala,"Freed From Desire - prod. Molella, Phil Jay",213394,"['dance pop', 'edm', 'pop', 'pop dance']"
7050,2023-07-17 01:54,Tame Impala,Let It Happen,224996,"['australian psych', 'modern rock', 'neo-psychedelic', 'rock']"
7051,2023-07-17 01:57,Pinegrove,Need 2,191796,"['countrygaze', 'new jersey indie', 'small room']"
7052,2023-07-17 02:01,Avicii,Levels - Radio Edit,142442,"['dance pop', 'edm', 'pop', 'pop dance']"
7053,2023-07-17 12:26,YoungBoy Never Broke Again,Make No Sense,148629,"['baton rouge rap', 'rap']"
7054,2023-07-17 12:26,Joyner Lucas,Cut U Off,17868,"['boston hip hop', 'hip hop', 'pop rap', 'rap']"
7055,2023-07-17 12:28,YoungBoy Never Broke Again,"Won’t Back Down (feat. YoungBoy Never Broke Again, Dermot Kennedy & Bailey Zimmerman)",82454,"['baton rouge rap', 'rap']"
7056,2023-07-17 12:30,YoungBoy Never Broke Again,Outside Today,126246,"['baton rouge rap', 'rap']"
7057,2023-07-17 12:34,YoungBoy Never Broke Again,Lonely Child,217659,"['baton rouge rap', 'rap']"
7058,2023-07-17 12:37,YoungBoy Never Broke Again,Self Control,185865,"['baton rouge rap', 'rap']"
7059,2023-07-17 12:40,Migos,Need It (feat. YoungBoy Never Broke Again),195680,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
7060,2023-07-17 12:42,"Tyler, The Creator",WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),121572,"['hip hop', 'rap']"
7061,2023-07-17 12:48,YoungBoy Never Broke Again,Kacey Talk,151248,"['baton rouge rap', 'rap']"
7062,2023-07-17 12:51,YoungBoy Never Broke Again,Through the Storm,3559,"['baton rouge rap', 'rap']"
7063,2023-07-17 12:51,Juice WRLD,Bandit (with YoungBoy Never Broke Again),189322,"['chicago rap', 'melodic rap', 'rap']"
7064,2023-07-17 14:54,Fred again..,Kelly (end of a nightmare),257272,"['edm', 'house', 'stutter house']"
7065,2023-07-17 14:57,Eliza Rose,B.O.T.A. (Baddest Of Them All) - Edit,226626,['house']
7066,2023-07-17 15:00,WEISS,You're Sunshine,176097,"['house', 'tech house', 'uk dance', 'uk house']"
7067,2023-07-17 15:03,GEN.KLOUD,VIRUS - Odd Mob Remix,184761,[]
7068,2023-07-17 15:10,Subjoi,Love Shy - Subjoi's Tuff Jam Rework,381764,[]
7069,2023-07-17 15:15,Calvin Harris,Thinking About You (feat. Ayah Marar),247933,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']"
7070,2023-07-17 15:17,Disco Lines,Baby Girl,111074,['stutter house']
7071,2023-07-17 15:22,Mild Minds,VIEWS,288387,['australian dance']
7072,2023-07-17 15:25,Bob Sinclar,"World, Hold On - FISHER Rework",178304,"['disco house', 'filter house']"
7073,2023-07-17 15:28,LF SYSTEM,Afraid To Feel,177524,['uk dance']
7074,2023-07-17 15:31,John Summit,Deep End - SIDEPIECE Remix,161552,"['edm', 'house', 'pop dance', 'uk dance']"
7075,2023-07-17 15:34,Eliza Rose,B.O.T.A. (Baddest Of Them All) - Edit,226626,['house']
7076,2023-07-17 15:38,D.O.D,Sleepless,185730,"['electro house', 'house', 'pop dance', 'uk dance']"
7077,2023-07-17 15:40,Noizu,Moon Groove,169218,"['bass house', 'house', 'tech house']"
7078,2023-07-17 15:43,FARR,Heal Me - Biscits Remix,177142,[]
7079,2023-07-17 15:46,Didier Armeni,Bovenste Etage,162795,['rally house']
7080,2023-07-17 15:49,Fred again..,Danielle (smile on my face),201230,"['edm', 'house', 'stutter house']"
7081,2023-07-17 15:51,Duskus,Let Go,126043,"['future bass', 'vapor twitch']"
7082,2023-07-17 15:54,D.O.D,Every Step,159857,"['electro house', 'house', 'pop dance', 'uk dance']"
7083,2023-07-17 15:56,Riton,Fake ID (Coke & Rum Remix),126720,"['house', 'pop dance', 'uk dance']"
7084,2023-07-17 16:00,Idris Muhammad,Could Heaven Ever Be Like This - Walker & Royce and Chris Lorenzo Remix,221202,"['jazz funk', 'new orleans funk', 'soul jazz']"
7085,2023-07-17 16:04,Fred again..,Kelly (end of a nightmare),257272,"['edm', 'house', 'stutter house']"
7086,2023-07-17 16:08,Apashe,I'm Fine - IMANU Remix,243977,['bass trap']
7087,2023-07-17 16:12,Tchami,Praise,210000,"['deep groove house', 'edm', 'electro house', 'future house', 'house', 'pop dance', 'progressive house']"
7088,2023-07-17 16:15,Skin On Skin,Burn Dem Bridges,175676,[]
7089,2023-07-17 16:21,Kerri Chandler,You're in My System - Dennis Quin Vocal Mix,365853,"['deep house', 'garage house']"
7090,2023-07-17 16:29,Gorillaz,New Gold (feat. Tame Impala and Bootie Brown) - Dom Dolla Remix,6602,"['alternative hip hop', 'modern rock', 'rock']"
7091,2023-07-17 16:29,Chris Lake,Turn off the Lights - Cages Remix,208857,"['bass house', 'edm', 'electro house', 'house', 'melbourne bounce', 'pop dance', 'progressive house', 'tech house']"
7092,2023-07-17 16:32,Fred again..,Bleu (better with time),196965,"['edm', 'house', 'stutter house']"
7093,2023-07-17 16:37,Smokey Bubblin' B,Poison,276000,['ukg revival']
7094,2023-07-17 16:40,Franky Rizardo,Out The Fire (At The Hotel) - Radio Edit,214687,"['circuit', 'dutch tech house', 'house']"
7095,2023-07-17 16:43,Obskür,Bayside - Radio Edit,197419,"['irish electronic', 'rally house']"
7096,2023-07-17 16:46,Gamblers,Another Dose (feat. Mick Jenkins),138760,"['deep psychobilly', 'psychobilly', 'surf punk']"
7097,2023-07-17 16:48,GEE LEE,Fast Life,141120,['rally house']
7098,2023-07-17 16:51,MK,Rhyme Dust,181364,"['house', 'pop dance']"
7099,2023-07-17 16:54,Mild Minds,FORMATIONS,177089,['australian dance']
7100,2023-07-17 16:57,DJibouti,shutyomouth,192048,['rally house']
7101,2023-07-17 17:03,AlunaGeorge,Best Be Believing - Shadow Child Remix,351605,"['electropop', 'house', 'uk dance']"
7102,2023-07-17 17:06,Chris Lake,In The Yuma (feat. Aatig),156215,"['bass house', 'edm', 'electro house', 'house', 'melbourne bounce', 'pop dance', 'progressive house', 'tech house']"
7103,2023-07-17 17:09,WEISS,Feel My Needs,208524,"['house', 'tech house', 'uk dance', 'uk house']"
7104,2023-07-17 17:13,DR. GABBA,Googoo Lagoon,224761,['rally house']
7105,2023-07-17 17:16,Drinks On Me,Lights Go Down,151874,['bassline']
7106,2023-07-17 17:20,Mall Grab,Love Reigns,294183,"['aussietronica', 'australian house', 'lo-fi house']"
7107,2023-07-17 17:24,ALYSS,Pyramid,233684,[]
7108,2023-07-17 17:28,Empire of the Sun,We Are The People - southstar Remix,236068,"['australian dance', 'australian electropop', 'dance rock', 'indietronica', 'neo-synthpop']"
7109,2023-07-17 17:31,Taiki Nulight,Hold On,187500,"['bass house', 'doujin']"
7110,2023-07-17 17:36,Fred again..,Delilah (pull me out of this),250702,"['edm', 'house', 'stutter house']"
7111,2023-07-17 17:38,Jaish,East Side,170624,[]
7112,2023-07-17 17:45,Dominica,Gotta Let You Go - Club Mix,410623,[]
7113,2023-07-17 17:49,Fred again..,Kammy (like i do),238829,"['edm', 'house', 'stutter house']"
7114,2023-07-17 17:53,it's murph,Food for the Soul,210562,['stutter house']
7115,2023-07-17 17:57,John Summit,Where You Are,236000,"['edm', 'house', 'pop dance', 'uk dance']"
7116,2023-07-17 18:00,Noizu,Baby Baby,190080,"['bass house', 'house', 'tech house']"
7117,2023-07-17 18:02,Disco Lines,Baby Girl,111074,['stutter house']
7118,2023-07-17 18:03,IAMNOBODI,Separated,98461,"['abstract beats', 'neo r&b', 'vapor twitch']"
7119,2023-07-17 18:07,Diplo,Don't Forget My Love,199090,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop dance']"
7120,2023-07-17 18:09,Dombresky,Down Low,161048,"['bass house', 'electro house', 'house', 'tech house']"
7121,2023-07-17 18:12,Tshxlx Irl,Habitat - Good Luck Remix,180000,[]
7122,2023-07-17 18:15,Mild Minds,FORMATIONS,177089,['australian dance']
7123,2023-07-17 18:16,D.O.D,Sleepless,14329,"['electro house', 'house', 'pop dance', 'uk dance']"
7124,2023-07-17 18:18,Kanye West,On Sight,156480,"['chicago rap', 'hip hop', 'rap']"
7125,2023-07-17 18:21,Kanye West,Black Skinhead,188013,"['chicago rap', 'hip hop', 'rap']"
7126,2023-07-17 18:25,Kanye West,I Am A God,231506,"['chicago rap', 'hip hop', 'rap']"
7127,2023-07-17 18:30,Kanye West,New Slaves,256093,"['chicago rap', 'hip hop', 'rap']"
7128,2023-07-17 18:35,Kanye West,Hold My Liquor,326946,"['chicago rap', 'hip hop', 'rap']"
7129,2023-07-17 18:39,Kanye West,I'm In It,234853,"['chicago rap', 'hip hop', 'rap']"
7130,2023-07-17 18:45,Kanye West,Blood On The Leaves,359800,"['chicago rap', 'hip hop', 'rap']"
7131,2023-07-17 18:49,Kanye West,Guilt Trip,243746,"['chicago rap', 'hip hop', 'rap']"
7132,2023-07-17 18:52,Kanye West,Send It Up,178040,"['chicago rap', 'hip hop', 'rap']"
