,artistName,trackName,msPlayed,artist_genres
1798,50 Cent,21 Questions,66409,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']"
1799,Dr. Dre,"Nuthin' But A ""G"" Thang",164908,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']"
1800,Unknown Artist,Unknown Track,13728,[]
1801,Lil Baby,Life Goes On,89257,"['atl hip hop', 'atl trap', 'rap', 'trap']"
1802,Lil Baby,Life Goes On,129358,"['atl hip hop', 'atl trap', 'rap', 'trap']"
1803,KIDS SEE GHOSTS,Reborn,1044,['rap']
1804,Lil Uzi Vert,The Way Life Goes (feat. Oh Wonder),1462,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']"
1805,Travis Scott,Watch (feat. Lil Uzi Vert & Kanye West),202176,"['hip hop', 'rap', 'slap house']"
1806,Drake,Money In The Grave (Drake ft. Rick Ross),1091,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
1807,Unknown Artist,Unknown Track,7981,[]
1808,Kid Cudi,Day 'N' Nite (nightmare),216885,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']"
1809,Destroy Lonely,NEVEREVER,144000,['rage rap']
1810,Quavo,Greatness,185000,"['atl hip hop', 'melodic rap', 'rap', 'trap']"
1811,A$AP Rocky,Holy Ghost (feat. Joe Fox),191200,"['east coast hip hop', 'hip hop', 'rap', 'trap']"
1812,Drake,You Only Live Twice (with Lil Wayne & Rick Ross),163775,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
1813,Unknown Artist,Unknown Track,8372,[]
1814,Frank Ocean,Sweet Life,262680,"['lgbtq+ hip hop', 'neo soul']"
1815,Mac Miller,The Spins,195873,"['hip hop', 'pittsburgh rap', 'rap']"
1816,Childish Gambino,Retro (Rough),101597,"['atl hip hop', 'hip hop', 'rap']"
1817,Miguel,waves - Tame Impala Remix,195395,"['r&b', 'urban contemporary']"
1818,Cosmo Pyke,Chronic Sunshine,270926,['uk contemporary r&b']
1819,Unknown Artist,Unknown Track,1790,[]
1820,Unknown Artist,Unknown Track,2704,[]
1821,Chief Keef,Hate Bein' Sober,269851,"['chicago bop', 'chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']"
1822,Kanye West,Father Stretch My Hands Pt. 1,58127,"['chicago rap', 'hip hop', 'rap']"
1823,J. Cole,Work Out,235320,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']"
1824,Metro Boomin,10 Freaky Girls (with 21 Savage),208293,"['hip hop', 'rap']"
1825,Unknown Artist,Unknown Track,2547,[]
1826,Playboi Carti,Shoota (feat. Lil Uzi Vert),52850,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']"
1827,YoungBoy Never Broke Again,Nawfside,126061,"['baton rouge rap', 'rap']"
1828,YoungBoy Never Broke Again,Bad Bad,128043,"['baton rouge rap', 'rap']"
1829,YoungBoy Never Broke Again,FREEDDAWG,90076,"['baton rouge rap', 'rap']"
1830,YoungBoy Never Broke Again,Through the Storm,135902,"['baton rouge rap', 'rap']"
1831,YoungBoy Never Broke Again,I Came Thru,154904,"['baton rouge rap', 'rap']"
1832,Unknown Artist,Unknown Track,9234,[]
1833,Khalid,8TEEN,197643,"['pop', 'pop r&b']"
1834,Justin Bieber,Beauty And A Beat,1369,"['canadian pop', 'pop']"
1835,Drake,Best I Ever Had,111061,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
1836,Flume,Never Be Like You (feat. Kai),141572,"['australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm', 'indietronica']"
1837,streety,24 Songs (Made It This Far),187264,[]
1838,streety,Fuck The Streets (Duwap Kaine),554,[]
1839,streety,24 songs,24703,[]
1840,streety,24 Songs (Made It This Far),225233,[]
1841,Lil Peep,Better Off (Dying),3093,"['cloud rap', 'emo rap', 'lgbtq+ hip hop']"
1842,Mac Miller,Brand Name,266554,"['hip hop', 'pittsburgh rap', 'rap']"
1843,Macklemore & Ryan Lewis,Ten Thousand Hours,895,"['pop rap', 'seattle hip hop']"
1844,streety,24 Songs (Made It This Far),183680,[]
1845,Trippie Redd,Matt Hardy 999 (feat. Juice WRLD),151509,"['melodic rap', 'rap', 'trap']"
1846,streety,24 Songs (Made It This Far),225233,[]
1847,JAY-Z,Already Home,12536,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']"
1848,streety,24 Songs (Made It This Far),225233,[]
1849,Kendrick Lamar,"Bitch, Don’t Kill My Vibe",310720,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
1850,Rae Sremmurd,Look Alive,228000,"['melodic rap', 'mississippi hip hop', 'pop rap', 'rap', 'trap']"
1851,"Tyler, The Creator","GONE, GONE / THANK YOU",375386,"['hip hop', 'rap']"
1852,Wiz Khalifa,Roll Up,227773,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
1853,Juice WRLD,Armed And Dangerous,169999,"['chicago rap', 'melodic rap', 'rap']"
1854,Drake,What’s Next,19557,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
1855,Trippie Redd,Matt Hardy 999 (feat. Juice WRLD),16524,"['melodic rap', 'rap', 'trap']"
1856,streety,24 Songs (Made It This Far),225233,[]
1857,Playboi Carti,Shoota (feat. Lil Uzi Vert),67464,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']"
1858,Travis Scott,STARGAZING,1509,"['hip hop', 'rap', 'slap house']"
1859,M83,Midnight City,3521,"['french shoegaze', 'french synthpop', 'indietronica', 'metropopolis', 'neo-synthpop']"
1860,ILOVEMAKONNEN,Tuesday (feat. Drake),321987,"['atl hip hop', 'lgbtq+ hip hop', 'trap']"
1861,Lil Uzi Vert,20 Min,162,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']"
1862,JAY-Z,Empire State Of Mind,181679,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']"
1863,streety,24 Songs (Made It This Far),225233,[]
1864,Chance the Rapper,Favorite Song,19120,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
1865,Playboi Carti,Control,197789,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']"
1866,Frank Ocean,Biking,277520,"['lgbtq+ hip hop', 'neo soul']"
1867,"Tyler, The Creator",SMUCKERS (feat. Lil Wayne & Kanye West),326658,"['hip hop', 'rap']"
1868,"Tyler, The Creator",SMUCKERS (feat. Lil Wayne & Kanye West),7744,"['hip hop', 'rap']"
1869,Mac Miller,Weekend (feat. Miguel),208080,"['hip hop', 'pittsburgh rap', 'rap']"
1870,Pharrell Williams,Number One,236573,"['dance pop', 'pop']"
1871,blink-182,I Miss You,152096,"['alternative metal', 'modern rock', 'pop punk', 'punk', 'rock', 'socal pop punk']"
1872,Macklemore,SORRY (feat. Livingston),209693,"['pop rap', 'seattle hip hop']"
1873,Frank Ocean,Nikes,295235,"['lgbtq+ hip hop', 'neo soul']"
1874,Lil Uzi Vert,The Way Life Goes (feat. Oh Wonder),382,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']"
1875,streety,24 Songs (Made It This Far),225233,[]
1876,A$AP Rocky,LVL,137555,"['east coast hip hop', 'hip hop', 'rap', 'trap']"
1877,A$AP Rocky,LVL,82520,"['east coast hip hop', 'hip hop', 'rap', 'trap']"
1878,streety,24 Songs (Made It This Far),225233,[]
1879,Chance the Rapper,Same Drugs,178981,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
1880,Meek Mill,Wins & Losses,8916,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
1881,Project Pat,Life We Live (feat. Namond Lumpkin & Edgar Fletcher),254373,"['crunk', 'dirty south rap', 'gangster rap', 'memphis hip hop', 'trap']"
1882,Ice Cube,It Was A Good Day,1068,"['conscious hip hop', 'g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']"
1883,Lil Wayne,Twist Made Me,148610,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
1884,BigXthaPlug,Big Stepper,1044,['southern hip hop']
1885,3DMG,Hittin' Switchez,13325,['phonk']
1886,Domsta,Limited Time Luxury,2159,[]
1887,Xavier Wulf,Akina Speed Star,510,"['cloud rap', 'dark trap', 'memphis hip hop', 'underground hip hop']"
1888,$uicideboy$,Styrofoam,67848,"['cloud rap', 'dark trap', 'new orleans rap', 'underground hip hop']"
1889,JGRXXN,SLug Do,1904,"['atl trap', 'dark trap', 'phonk']"
1890,Three 6 Mafia,Poppin' My Collar,176240,"['crunk', 'dirty south rap', 'gangster rap', 'memphis hip hop', 'southern hip hop', 'tennessee hip hop', 'trap']"
1891,Outkast,ATLiens,230693,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'rap', 'southern hip hop']"
1892,Twista,Slow Jamz,125846,"['chicago rap', 'dirty south rap', 'gangster rap', 'trap']"
1893,streety,24 Songs (Made It This Far),225233,[]
1894,2 Chainz,4 AM,255560,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
1895,Childish Gambino,Sunrise,219840,"['atl hip hop', 'hip hop', 'rap']"
1896,Lil Uzi Vert,Do What I Want,16849,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']"
1897,streety,24 Songs (Made It This Far),225233,[]
1898,Metro Boomin,Don't Come Out The House (with 21 Savage),12758,"['hip hop', 'rap']"
1899,Kanye West,Junya,147668,"['chicago rap', 'hip hop', 'rap']"
1900,Kanye West,Off The Grid,61739,"['chicago rap', 'hip hop', 'rap']"
1901,Project Pat,Life We Live (feat. Namond Lumpkin & Edgar Fletcher),254373,"['crunk', 'dirty south rap', 'gangster rap', 'memphis hip hop', 'trap']"
1902,Lil Wayne,Sorry 4 The Wait,26180,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
1903,Lil Wayne,Twist Made Me,139923,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
1904,Three 6 Mafia,Poppin' My Collar,169877,"['crunk', 'dirty south rap', 'gangster rap', 'memphis hip hop', 'southern hip hop', 'tennessee hip hop', 'trap']"
1905,Three 6 Mafia,Stay Fly,133630,"['crunk', 'dirty south rap', 'gangster rap', 'memphis hip hop', 'southern hip hop', 'tennessee hip hop', 'trap']"
1906,Kendrick Lamar,Swimming Pools (Drank),43444,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
1907,Mikael Ayrapetyan,"Miniatures for Piano ""A Whole in Twelve"": No. 2, The Lady Plays",306373,['caucasian classical piano']
1908,Robert Schumann,"3 Romanzen, Op. 28: No. 2 in F-Sharp Major (Einfach)",230180,"['early romantic era', 'german romanticism']"
1909,Tom Ashbrook,Solitude I,229606,['neo-classical']
1910,Ennio Morricone,"Gabriel's Oboe (From ""The Mission"")",222400,"['classic soundtrack', 'italian soundtrack', 'orchestral soundtrack', 'vintage italian soundtrack']"
1911,Claude Debussy,"2 Arabesques, L. 66: No. 1 in E Major",273413,"['classical', 'impressionism', 'post-romantic era']"
1912,Franz Schubert,Die Nacht (Arr. for Cello and Guitar by Anja Lechner and Pablo Márquez),143266,"['classical', 'classical era', 'early romantic era']"
1913,Traditional,Scarborough Fair (Arr. Parkin for Cello and Guitar),194533,"['gregorian chant', 'hengelliset laulut', 'puirt-a-beul']"
1914,Edvard Grieg,"Pièces Lyriques, Op. 47 No. 3: Mélodie",256360,"['classical', 'late romantic era', 'norwegian classical']"
1915,Johannes Brahms,"Sechs Klavierstücke, Op. 118: II. Intermezzo in A Major",378733,"['classical', 'german romanticism', 'late romantic era']"
1916,Max Richter,Written on the Sky,122362,"['compositional ambient', 'post-minimalism']"
1917,Florence Beatrice Price,Adoration (Arr. for Cello & Orchestra by Julian Riem),199573,"['african-american classical', 'american modern classical', 'american romanticism']"
1918,Giacomo Puccini,Puccini: Crisantemi,421560,"['classical', 'italian opera', 'italian romanticism', 'post-romantic era']"
1919,Tigran Hamasyan,Tsirani Tsar,349386,"['armenian folk', 'contemporary jazz', 'jazz piano', 'modern jazz piano']"
1920,Maurice Ravel,Pavane pour une infante défunte,336000,"['classical', 'impressionism', 'neoclassicism', 'post-romantic era']"
1921,Claude Debussy,"Préludes / Book 2, L. 123: 5. Bruyères - Home Session",216061,"['classical', 'impressionism', 'post-romantic era']"
1922,Daigo Hanada,Muku,194000,"['compositional ambient', 'focus', 'japanese piano', 'neo-classical']"
1923,Ignaz Friedman,"Orfeo ed Euridice, Act II: Dance of the Blessed Spirits, ""Mélodie"" (arr. I. Friedman for piano)",251733,['historic piano performance']
1924,William Walton,Henry V: Henry V: Touch her soft lips and part,93840,"['british modern classical', 'early modern classical']"
1925,Johann Sebastian Bach,"Bach: Arioso (Arr. Cortot After Harpsichord Concerto No. 5 in F Minor, BWV 1056)",174383,"['baroque', 'classical', 'early music', 'german baroque']"
1926,Valentin Silvestrov,Naive Music: No. 2. Nocturne,155586,"['ukrainian classical', 'ukrainian classical piano', 'ukrainian contemporary classical']"
1927,Johann Sebastian Bach,"Gottes Zeit ist die allerbeste Zeit, Sonatina az ""Actus tragicus""-ból, BWV 106",73158,"['baroque', 'classical', 'early music', 'german baroque']"
1928,Johann Sebastian Bach,"Gottes Zeit ist die allerbeste Zeit, Sonatina az ""Actus tragicus""-ból, BWV 106",65715,"['baroque', 'classical', 'early music', 'german baroque']"
1929,Traditional,Blow The Wind Southerly (Arr. Kanneh-Mason for Cello),142066,"['gregorian chant', 'hengelliset laulut', 'puirt-a-beul']"
1930,John Cage,In a Landscape,531826,"['american contemporary classical', 'avant-garde', 'classical', 'compositional ambient', 'contemporary classical', 'experimental']"
1931,Gabriel Fauré,"Après un rêve, Op. 7, No. 1",160226,"['classical', 'post-romantic era']"
1932,Joep Beving,Midwayer,345800,"['compositional ambient', 'neo-classical']"
1933,Camille Saint-Saëns,Carnival of the Animals: The Swan,150146,"['classical', 'french romanticism', 'late romantic era']"
1934,Sigvaldi Kaldalóns,Ave María (Arr. Víkingur Ólafsson) - Upright Piano,216213,['icelandic classical']
1935,George Walker,Lyric for Strings,322596,"['african-american classical', 'american modern classical']"
1936,Valentin Silvestrov,"4 Postludes for Piano & String Orchestra: No. 3. Larghetto, con moto (poco rubato)",170346,"['ukrainian classical', 'ukrainian classical piano', 'ukrainian contemporary classical']"
1937,Felix Mendelssohn,"Lieder ohne Worte (Songs without Words), Book 2, Op. 30: No. 7 in E-Flat Major, Op. 30, No. 1",282813,"['classical', 'early romantic era', 'german romanticism']"
1938,Damjan Krajacic,Le Musicien,211578,['deep latin jazz']
1939,Edvard Grieg,"Peer Gynt Suite No. 2, Op. 55: IV. Solveig's Song",311560,"['classical', 'late romantic era', 'norwegian classical']"
1940,Georg Holm,Fljótavík,248692,[]
1941,Ola Gjeilo,Homebound,122440,"['21st century classical', 'nordic contemporary classical']"
1942,Robert Schumann,"Kinderszenen, Op. 15: 1. Von fremden Ländern und Menschen",113240,"['early romantic era', 'german romanticism']"
1943,Víkingur Ólafsson,…And at the Hour of Death,152933,"['classical piano', 'nordic classical piano']"
1944,Johann Sebastian Bach,"Orchestral Suite No. 3 in D Major, BWV 1068: II. Air ""On a G String"" (Arr. for Piano)",328800,"['baroque', 'classical', 'early music', 'german baroque']"
1945,Valentin Silvestrov,4 Postludes for Piano & String Orchestra: No. 1. Larghetto - Andante,336520,"['ukrainian classical', 'ukrainian classical piano', 'ukrainian contemporary classical']"
1946,Ottorino Respighi,"Bach - 3 chorales, P. 167: No. 3. Andante (after J.S. Bach's Wachet auf ruft uns die Stimme, BWV 645)",308440,"['classical', 'early modern classical', 'impressionism', 'italian romanticism', 'neoclassicism', 'post-romantic era']"
1947,Manuel de Falla,Siete canciones populares españolas: VI. Nana - for alto and piano,133120,"['classical', 'early modern classical', 'impressionism', 'neoclassicism', 'post-romantic era', 'spanish classical']"
1948,William Grant Still,3 Visions: No. 2. Summerland,261533,"['african-american classical', 'american modern classical', 'early modern classical', 'harlem renaissance']"
1949,Traditional,"Limu, limu, lima (Arr. Schindler for Piano)",335360,"['gregorian chant', 'hengelliset laulut', 'puirt-a-beul']"
1950,Federico Mompou,Musica callada I Angelico,120480,"['early modern classical', 'impressionism', 'spanish classical']"
1951,Edvard Grieg,"Lyric Pieces, Book 5, Op. 54: Nocturne",220773,"['classical', 'late romantic era', 'norwegian classical']"
1952,Yiruma,We Contain Multitudes — piano reworks,264052,"['korean instrumental', 'neo-classical', 'new age piano']"
1953,Erik Satie,Gymnopédie No. 1,170605,"['classical', 'early avant garde', 'early modern classical', 'impressionism', 'post-romantic era']"
1954,Project Pat,Life We Live (feat. Namond Lumpkin & Edgar Fletcher),254373,"['crunk', 'dirty south rap', 'gangster rap', 'memphis hip hop', 'trap']"
1955,Lil Wayne,Twist Made Me,148610,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
1956,Kendrick Lamar,Swimming Pools (Drank),109502,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
1957,Macklemore,SORRY (feat. Livingston),209693,"['pop rap', 'seattle hip hop']"
1958,Drake,Houstatlantavegas,209925,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
1959,Lil Wayne,Twist Made Me,148610,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
1960,A Boogie Wit da Hoodie,My Shit,128156,"['melodic rap', 'rap', 'trap']"
1961,Lil Baby,Freestyle,162053,"['atl hip hop', 'atl trap', 'rap', 'trap']"
1962,Kanye West,I Wonder,243440,"['chicago rap', 'hip hop', 'rap']"
1963,Lil Wayne,MegaMan,198280,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
1964,Drake,HYFR (Hell Ya Fucking Right),206626,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
1965,JAY-Z,Gotta Have It,140746,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']"
1966,50 Cent,21 Questions,224426,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']"
1967,Kendrick Lamar,Swimming Pools (Drank),91776,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
1968,Project Pat,Life We Live (feat. Namond Lumpkin & Edgar Fletcher),79274,"['crunk', 'dirty south rap', 'gangster rap', 'memphis hip hop', 'trap']"
1969,Project Pat,Life We Live (feat. Namond Lumpkin & Edgar Fletcher),257229,"['crunk', 'dirty south rap', 'gangster rap', 'memphis hip hop', 'trap']"
1970,streety,24 Songs (Made It This Far),160299,[]
1971,A$AP Rocky,Get Lit (feat. Fat Tony),178706,"['east coast hip hop', 'hip hop', 'rap', 'trap']"
1972,YoungBoy Never Broke Again,My Window (feat. Lil Wayne),42334,"['baton rouge rap', 'rap']"
1973,Kanye West,Junya,147668,"['chicago rap', 'hip hop', 'rap']"
1974,Peter Bjorn and John,Young Folks,100598,"['alternative dance', 'baroque pop', 'dance-punk', 'indie rock', 'modern rock', 'new rave', 'swedish alternative rock', 'swedish indie pop']"
1975,Future,Codeine Crazy,2275,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
1976,Peter Bjorn and John,Young Folks,107833,"['alternative dance', 'baroque pop', 'dance-punk', 'indie rock', 'modern rock', 'new rave', 'swedish alternative rock', 'swedish indie pop']"
1977,A$AP Rocky,Kids Turned Out Fine,183120,"['east coast hip hop', 'hip hop', 'rap', 'trap']"
1978,Young Thug,High (feat. Elton John),195160,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']"
1979,Young Thug,RiRi,244320,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']"
1980,Outkast,Unhappy,199360,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'rap', 'southern hip hop']"
1981,Macklemore,SORRY (feat. Livingston),3808,"['pop rap', 'seattle hip hop']"
1982,Frank Ocean,Thinkin Bout You,200746,"['lgbtq+ hip hop', 'neo soul']"
1983,A$AP Rocky,LVL,220133,"['east coast hip hop', 'hip hop', 'rap', 'trap']"
1984,Travis Scott,SKELETONS,145588,"['hip hop', 'rap', 'slap house']"
