,Unnamed: 0,trackName,Artist,msPlayed,artist_genres,Track Play Count
1375,1375,From Now On,Hugh Jackman & The Greatest Showman Ensemble,349560,[],20
919,919,Want You Back,5 Seconds of Summer,173073,"['boy band', 'pop']",19
4915,4915,Flume,Bon Iver,219000,"['chamber pop', 'eau claire indie', 'indie folk', 'melancholia', 'modern rock']",19
5493,5493,So Good,B.o.B,210280,"['atl hip hop', 'dance pop', 'pop rap', 'rap', 'southern hip hop']",19
2923,2923,Just Like Heaven,The Cure,212000,"['new wave', 'permanent wave', 'rock', 'uk post-punk']",19
590,590,Wet Dreamz,J. Cole,239267,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",19
5166,5166,Nobody's Perfect (feat. Missy Elliott),J. Cole,190653,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",19
1494,1494,REEL IT IN,Aminé,121344,"['pop rap', 'portland hip hop', 'rap', 'underground hip hop']",19
598,598,Legend,Drake,241859,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",19
222,222,Bleeding Love,Leona Lewis,262293,"['british soul', 'dance pop', 'pop', 'talent show']",19
1217,1217,Tequila,Dan + Shay,195987,"['contemporary country', 'country', 'country road']",19
3516,3516,That Year,Brandi Carlile,215868,"['acoustic pop', 'ectofolk', 'folk', 'indie folk', 'lilith', 'modern folk rock', 'new americana']",19
1822,1822,pick up the phone,Young Thug & Travis Scott,252256,"['hip hop', 'rap', 'slap house']",19
3308,3308,Scarlet Paintings,Milky Chance,177987,"['german pop', 'modern rock']",19
4463,4463,Beggar's Song,Matt Maeson,235053,['pov: indie'],19
2864,2864,In Between (feat. BANKS) [Bonus],6LACK,205500,"['atl hip hop', 'melodic rap', 'r&b', 'rap', 'trap']",19
6501,6501,Gone Girl,SZA,244027,"['pop', 'r&b', 'rap']",19
5120,5120,Can't Tell Me Nothing,Kanye West,271600,"['chicago rap', 'hip hop', 'rap']",19
4079,4079,Roses,SAINt JHN,172519,[],19
1338,1338,I Fall Apart,Post Malone,223350,"['dfw rap', 'melodic rap', 'pop', 'rap']",19
3276,3276,Something for Your M.I.N.D.,Superorganism,164230,['art pop'],19
575,575,Bartier Cardi (feat. 21 Savage),Cardi B,224285,"['pop', 'rap']",19
122,122,Infinity,One Direction,249503,"['boy band', 'pop', 'post-teen pop', 'talent show']",19
5436,5436,Hurricane,Kanye West,243188,"['chicago rap', 'hip hop', 'rap']",19
649,649,God's Plan,Drake,198973,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",19
5125,5125,Thunder,Imagine Dragons,187145,"['modern rock', 'pop', 'rock']",19
4779,4779,Rivers and Roads,The Head and the Heart,284000,"['folk-pop', 'seattle indie', 'stomp and holler']",19
4931,4931,Streets,Doja Cat,226978,"['dance pop', 'pop']",19
5721,5721,Feels Like,Gracie Abrams,152318,['alt z'],19
6022,6022,Daylight,Harry Styles,164533,['pop'],19
5733,5733,F**k 'Em All,Mac Miller,263727,"['hip hop', 'pittsburgh rap', 'rap']",19
1470,1470,Real Rich (feat. Gucci Mane),Wiz Khalifa,124526,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",19
2879,2879,Paradise,Bazzi,169038,['pop'],19
1771,1771,King of Everything,Dominic Fike,194360,"['alternative pop rock', 'pov: indie']",19
944,944,Ring (feat. Kehlani),Cardi B,177140,"['pop', 'rap']",19
1701,1701,Ivy,Frank Ocean,249191,"['lgbtq+ hip hop', 'neo soul']",19
2632,2632,WHAT'S GOOD,"Tyler, The Creator",205637,"['hip hop', 'rap']",19
2124,2124,Bud Like You,AJR,230918,['pov: indie'],19
727,727,3005,Childish Gambino,234215,"['atl hip hop', 'hip hop', 'rap']",19
4258,4258,"No Service in the Hills (feat. Trippie Redd, blackbear, PRINCE$$ ROSIE)",Cheat Codes,153764,"['edm', 'pop', 'pop dance']",19
722,722,Bounce Back,Big Sean,222370,"['detroit hip hop', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap']",19
6642,6642,Ain’t That Some,Morgan Wallen,158004,['contemporary country'],19
964,964,What'd I Miss,"Daveed Diggs, Leslie Odom, Jr., Okieriete Onaodowan & Original Broadway Cast of ""Hamilton""",236701,[],19
2068,2068,Mixed Personalities (feat. Kanye West),YNW Melly,230400,"['melodic rap', 'rap']",19
1560,1560,make daddy proud,blackbear,208235,['pop'],19
3848,3848,Demons in My Orbit,guardin,174743,"['cloud rap', 'emo rap']",19
1552,1552,hell is where i dreamt of u and woke up alone,blackbear,168429,['pop'],19
3233,3233,Phone Numbers,Dominic Fike & Kenny Beats,146827,"['alternative pop rock', 'pov: indie']",19
3840,3840,Speak Now,Taylor Swift,240760,['pop'],19
2836,2836,Alien Boy,Oliver Tree,164313,['alternative hip hop'],19
973,973,The Reynolds Pamphlet,"Original Broadway Cast of ""Hamilton""",128471,[],19
1694,1694,Superficial Love (Single Version),Ruth B.,219453,"['alt z', 'canadian contemporary r&b', 'canadian pop', 'pop']",19
6809,6809,"Your Needs, My Needs",Noah Kahan,207880,['pov: indie'],19
5182,5182,The Hills,The Weeknd,242291,"['canadian contemporary r&b', 'canadian pop', 'pop']",19
4130,4130,Iris,The Goo Goo Dolls,289907,"['neo mellow', 'permanent wave', 'pop rock', 'post-grunge']",19
3118,3118,C'mon,Kesha,214307,"['dance pop', 'pop']",19
1082,1082,Drop Top Benz (feat. Lil Skies),Lil Gnar,131320,"['atl hip hop', 'melodic rap']",19
3862,3862,Half Gemini,916frosty,197300,"['emo rap', 'melodic rap']",19
3147,3147,"Walt Grace's Submarine Test, January 1967",John Mayer,310240,"['neo mellow', 'singer-songwriter']",19
3132,3132,If the World Was Ending (feat. Julia Michaels),JP Saxe,208687,"['alt z', 'canadian contemporary r&b', 'singer-songwriter pop']",19
2526,2526,Hold On To Happiness,Rhys Lewis,217307,['uk pop'],19
2373,2373,"Thunderclouds (feat. Sia, Diplo & Labrinth)",LSD,187026,['dance pop'],19
2529,2529,Lonely as Love,Rhys Lewis,212107,['uk pop'],19
3715,3715,Mirror (feat. Bruno Mars),Lil Wayne,228093,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",19
2001,2001,Consequences,Camila Cabello,178465,"['dance pop', 'pop']",19
795,795,Pretty Girl Rock,Keri Hilson,243920,"['dance pop', 'hip pop', 'r&b', 'urban contemporary']",19
1018,1018,Better Now,Post Malone,231261,"['dfw rap', 'melodic rap', 'pop', 'rap']",19
956,956,Meet Me Inside,"Lin-Manuel Miranda, Leslie Odom, Jr., Anthony Ramos, Christopher Jackson & Original Broadway Cast of ""Hamilton""",83632,[],19
949,949,Right Hand Man,"Christopher Jackson, Lin-Manuel Miranda, Leslie Odom, Jr. & Original Broadway Cast of ""Hamilton""",321697,[],19
4876,4876,Complicated,Mac Miller,232212,"['hip hop', 'pittsburgh rap', 'rap']",19
2755,2755,Godspeed,Frank Ocean,177922,"['lgbtq+ hip hop', 'neo soul']",19
4925,4925,Secrets,OneRepublic,226133,"['piano rock', 'pop']",19
955,955,Ten Duel Commandments,"Anthony Ramos, Lin-Manuel Miranda, Jon Rua, Leslie Odom, Jr. & Original Broadway Cast of ""Hamilton""",106646,[],19
2666,2666,Fire and the Flood,Vance Joy,249382,"['folk-pop', 'modern rock']",19
2498,2498,Good Time,Ocean Park Standoff,172944,['la pop'],19
2482,2482,Small Town Boy (Stripped),Dustin Lynch,192573,"['contemporary country', 'country', 'country road', 'modern country rock']",18
2110,2110,Slow Down Love (feat. Chelsea Cutler),Louis The Child,157891,"['edm', 'electropop', 'indie poptimism']",18
4553,4553,Holy (feat. Chance the Rapper),Justin Bieber,212093,"['canadian pop', 'pop']",18
5121,5121,Live Your Life (feat. Rihanna),T.I.,338853,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",18
433,433,gucci linen (feat. 2 Chainz),blackbear,212105,['pop'],18
1872,1872,Bed of Lies (feat. Skylar Grey),Nicki Minaj,269947,"['hip pop', 'pop', 'queens hip hop', 'rap']",18
982,982,"Who Lives, Who Dies, Who Tells Your Story","Original Broadway Cast of ""Hamilton""",217229,[],18
5225,5225,Hun43rd,A$AP Rocky,242742,"['east coast hip hop', 'hip hop', 'rap', 'trap']",18
2216,2216,Rainy Days (feat. Eminem),WESTSIDE BOOGIE,234640,"['canadian hip hop', 'indie hip hop', 'underground hip hop']",18
6407,6407,Homecoming (feat. Chris Martin),Kanye West,203493,"['chicago rap', 'hip hop', 'rap']",18
2392,2392,"Sugar, We're Goin Down",Fall Out Boy,230875,"['emo', 'modern rock', 'pop', 'rock']",18
3374,3374,Big Shit,A Boogie wit da Hoodie,152156,"['melodic rap', 'rap', 'trap']",18
4723,4723,Time of Our Lives,Pitbull & Ne-Yo,229359,"['dance pop', 'miami hip hop', 'pop']",18
2120,2120,Three-Thirty,AJR,210284,['pov: indie'],18
3013,3013,Animal,Neon Trees,212307,"['modern rock', 'neo mellow', 'pop rock', 'pov: indie']",18
2741,2741,Crush,Tessa Violet,216267,"['alt z', 'indie pop', 'pov: indie']",18
5624,5624,Mr. Rager,Kid Cudi,294227,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",18
2224,2224,Angels,Robbie Williams,265333,"['dance rock', 'europop']",18
1785,1785,Legend,Drake,241859,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",18
1127,1127,Life Goes On (feat. Gunna & Lil Uzi Vert),Lil Baby,247055,"['atl hip hop', 'atl trap', 'rap', 'trap']",18
1696,1696,Stay (feat. Mikky Ekko),Rihanna,240707,"['barbadian pop', 'pop', 'urban contemporary']",18
195,195,Homemade Dynamite,Lorde,189796,"['art pop', 'metropopolis', 'nz pop', 'pop']",18
760,760,"Hold On, We're Going Home (feat. Majid Jordan)",Drake,231193,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",18
6077,6077,N95,Kendrick Lamar,195950,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",18
1403,1403,1985,Bowling for Soup,193000,"['neon pop punk', 'pop punk', 'pop rock', 'texas pop punk']",18
1660,1660,Mistletoe,Justin Bieber,182947,"['canadian pop', 'pop']",18
1368,1368,Come Alive,"Hugh Jackman, Keala Settle, Daniel Everidge, Zendaya & The Greatest Showman Ensemble",225933,[],18
453,453,COPYCAT,Billie Eilish,193357,"['art pop', 'pop']",18
7085,7085,Again (feat. XXXTENTACION),Noah Cyrus,193962,"['alt z', 'pop']",18
166,166,Relationship (feat. Future),Young Thug,215307,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']",18
332,332,Curve (feat. The Weeknd),Gucci Mane,161990,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",18
446,446,santa monica & la brea,blackbear,279703,['pop'],18
87,87,Love Yourself,Justin Bieber,233719,"['canadian pop', 'pop']",18
1057,1057,Marvins Room,Drake,347227,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",18
2685,2685,This Isn't Fun for Me,Gabbie Hanna,1586,['alt z'],18
1204,1204,Paralyzed,NF,270453,"['hip hop', 'pop rap']",18
2527,2527,Better Than Today,Rhys Lewis,230353,['uk pop'],18
3154,3154,July,Noah Cyrus,156107,"['alt z', 'pop']",18
4014,4014,I Wish Grandpas Never Died,Riley Green,250413,"['contemporary country', 'country road', 'modern country pop', 'modern country rock']",18
5207,5207,Ramen & OJ,Joyner Lucas & Lil Baby,218448,"['boston hip hop', 'hip hop', 'pop rap', 'rap']",18
441,441,down 4 u (feat. T-Pain),blackbear,217565,['pop'],18
4250,4250,my tears ricochet,Taylor Swift,255894,['pop'],18
3922,3922,Congratulations (feat. Quavo),Post Malone,220285,"['dfw rap', 'melodic rap', 'pop', 'rap']",18
5128,5128,I Love It (feat. Charli XCX),Icona Pop,157153,"['candy pop', 'dance pop', 'electropop', 'metropopolis', 'swedish electropop', 'swedish synthpop']",18
2967,2967,Saint-Tropez,Post Malone,150865,"['dfw rap', 'melodic rap', 'pop', 'rap']",18
6588,6588,Dawns (feat. Maggie Rogers),Zach Bryan,290892,['classic oklahoma country'],18
910,910,Stockholm Syndrome,One Direction,214725,"['boy band', 'pop', 'post-teen pop', 'talent show']",18
5107,5107,Look Over Your Shoulder (feat. Kendrick Lamar),Busta Rhymes,248811,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap']",18
4920,4920,Pierre,Ryn Weaver,202738,"['electropop', 'indie poptimism']",18
5103,5103,pray i die,Lil Peep & Nedarb,214067,"['cloud rap', 'emo rap', 'lgbtq+ hip hop']",18
4792,4792,SELFISH,The Kid LAROI,196202,['australian hip hop'],18
3452,3452,Kno One,Kevin Gates,214173,"['baton rouge rap', 'rap', 'southern hip hop', 'trap']",18
98,98,Walking in the Wind,One Direction,202635,"['boy band', 'pop', 'post-teen pop', 'talent show']",18
210,210,Throw Sum Mo (feat. Nicki Minaj & Young Thug),Rae Sremmurd,260453,"['melodic rap', 'mississippi hip hop', 'pop rap', 'rap', 'trap']",18
837,837,You'll Be Back,"Jonathan Groff & Original Broadway Cast of ""Hamilton""",208321,[],18
5707,5707,Burn,Juice WRLD,217222,"['chicago rap', 'melodic rap', 'rap']",18
2400,2400,For Forever,Ben Platt,301016,[],18
3753,3753,Trust in You,Lauren Daigle,211600,"['ccm', 'christian alternative rock', 'christian music']",18
2088,2088,I'm Good,The Mowgli's,166893,"['hopebeat', 'indie poptimism', 'modern alternative rock', 'modern rock', 'stomp and holler']",18
3067,3067,What's the Use?,Mac Miller,288666,"['hip hop', 'pittsburgh rap', 'rap']",18
3068,3068,Hurt Feelings,Mac Miller,245655,"['hip hop', 'pittsburgh rap', 'rap']",18
94,94,A.M.,One Direction,209040,"['boy band', 'pop', 'post-teen pop', 'talent show']",18
1808,1808,Weak,AJR,201159,['pov: indie'],18
700,700,Blue Dream,Jhené Aiko,216819,['r&b'],18
698,698,Meant to Be,Bebe Rexha & Florida Georgia Line,163870,[],18
697,697,LOVE Somebody,FRENSHIP,226483,"['electropop', 'indie poptimism', 'la pop']",18
5104,5104,Ridin' Solo,Jason Derulo,215747,"['dance pop', 'pop']",18
2243,2243,Sad Boy,gabriel black,192027,['modern alternative pop'],18
5473,5473,Get Along Better (feat. Ty Dolla $ign),Drake,229304,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",18
391,391,Overwhelming,Jon Bellion,172751,['indie pop rap'],18
4877,4877,Whatever You Like,T.I.,249533,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",18
47,47,Ribs,Lorde,258969,"['art pop', 'metropopolis', 'nz pop', 'pop']",18
6553,6553,Overdue (feat. Travis Scott),Metro Boomin,166093,"['hip hop', 'rap']",18
5997,5997,Prom Night,Chance the Rapper,324603,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",18
2056,2056,wish you were gay,Billie Eilish,221543,"['art pop', 'pop']",18
952,952,Satisfied,"Original Broadway Cast of ""Hamilton"" & Renée Elise Goldsberry",329228,[],18
4458,4458,Tribulation,Matt Maeson,193253,['pov: indie'],18
1287,1287,Back for You,One Direction,178373,"['boy band', 'pop', 'post-teen pop', 'talent show']",18
2697,2697,MAKE A MESS,blackbear,159734,['pop'],18
3327,3327,feel something,Bea Miller,180161,"['alt z', 'pop', 'talent show']",17
3732,3732,What's My Name? (feat. Drake),Rihanna,263173,"['barbadian pop', 'pop', 'urban contemporary']",17
6874,6874,National Anthem,Lana Del Rey,230446,"['art pop', 'pop']",17
1748,1748,Breathe (2 AM),Anna Nalick,279827,"['acoustic pop', 'ectofolk', 'lilith', 'neo mellow']",17
3352,3352,Why Do You Love Me,Charlotte Lawrence,171908,['alt z'],17
6507,6507,Special,SZA,158840,"['pop', 'r&b', 'rap']",17
1430,1430,Found You (feat. Chelsea Cutler),Kasbo,196010,"['future bass', 'pop edm', 'swedish electropop', 'vapor twitch']",17
4219,4219,Costa Rica [Remix] (feat. The Kid LAROI),Bankrol Hayden,114865,['melodic rap'],17
1989,1989,Money Longer,Lil Uzi Vert,198944,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']",17
1435,1435,Malibu,Miley Cyrus,231899,['pop'],17
2952,2952,Hold On,Chord Overstreet,198853,"['acoustic pop', 'singer-songwriter pop']",17
4808,4808,Traveling Alone,Tom The Mail Man,160165,['modern indie pop'],17
5289,5289,White Lie (Bonus Track),The Lumineers,195083,"['folk-pop', 'modern rock', 'stomp and holler']",17
1769,1769,Westcoast Collective,Dominic Fike,107280,"['alternative pop rock', 'pov: indie']",17
4785,4785,SO DONE,The Kid LAROI,126521,['australian hip hop'],17
4878,4878,Heaven,Amy Allen,163312,['gen z singer-songwriter'],17
2071,2071,Dark Out (feat. Global AZN),Global Dan,180016,['melodic rap'],17
5188,5188,Check,Young Thug,230693,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']",17
2931,2931,Summer Lover (Summer Remix),Cub Sport & EMBRZ,184304,"['australian indie', 'australian indie rock', 'brisbane indie']",17
1524,1524,Like That,Bea Miller,185460,"['alt z', 'pop', 'talent show']",17
6777,6777,champagne problems,Taylor Swift,244000,['pop'],17
2922,2922,Social Cues,Cage the Elephant,219057,"['modern alternative rock', 'modern rock', 'pov: indie', 'punk blues', 'rock']",17
2964,2964,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,229580,"['dfw rap', 'melodic rap', 'pop', 'rap']",17
5409,5409,Mood Ring,Lorde,225863,"['art pop', 'metropopolis', 'nz pop', 'pop']",17
494,494,pink skies,LANY,185923,"['la pop', 'opm']",17
5269,5269,WUSYANAME (feat. YoungBoy Never Broke Again & Ty Dolla $ign),"Tyler, The Creator",121573,"['hip hop', 'rap']",17
1612,1612,Money,Cardi B,183527,"['pop', 'rap']",17
4070,4070,Feds Did a Sweep,Future,270466,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",17
4071,4071,Dead People,21 Savage,147427,"['atl hip hop', 'hip hop', 'rap']",17
5276,5276,m y . l i f e,"J. Cole, 21 Savage & Morray",218802,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",17
3490,3490,New Level,Eli Sostre,162920,"['dark r&b', 'trap soul']",17
3015,3015,Valentino,24kGoldn,179133,"['cali rap', 'pop rap']",17
2794,2794,La La Land,Bryce Vine,157147,['indie pop rap'],17
7051,7051,Can’t Catch Me Now (from The Hunger Games: The Ballad of Songbirds & Snakes),Olivia Rodrigo,205484,[],17
4042,4042,Telescope,Cage the Elephant,228293,"['modern alternative rock', 'modern rock', 'pov: indie', 'punk blues', 'rock']",17
3392,3392,Sunshine (feat. Miguel),KYLE,209448,"['deep underground hip hop', 'indie pop rap', 'pop rap']",17
1595,1595,Magic,Coldplay,285014,"['permanent wave', 'pop']",17
2109,2109,Fire (feat. Evalyn),Louis The Child,205618,"['edm', 'electropop', 'indie poptimism']",17
466,466,Hi Bich,Bhad Bhabie,105131,"['trap queen', 'viral rap']",17
6548,6548,ball w/o you,21 Savage,195047,"['atl hip hop', 'hip hop', 'rap']",17
885,885,Try Me,The Weeknd,221101,"['canadian contemporary r&b', 'canadian pop', 'pop']",17
1374,1374,Never Enough (Reprise),Loren Allred,80293,[],17
109,109,What a Feeling,One Direction,200539,"['boy band', 'pop', 'post-teen pop', 'talent show']",17
5891,5891,Realer N Realer,Future & Juice WRLD,170920,"['chicago rap', 'melodic rap', 'rap']",17
3449,3449,You,Jacquees,217364,"['atl hip hop', 'pop r&b', 'pop rap', 'r&b', 'rap', 'trap']",17
4534,4534,Doses & Mimosas,Cherub,323253,[],17
1146,1146,Drama,AJR,204424,['pov: indie'],17
6488,6488,Let the Beat Build,Lil Wayne,309000,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",17
4212,4212,Under the Sun (feat. DaBaby),"Dreamville, J. Cole & Lute",202040,[],17
2418,2418,Why Haven't I Met You?,Cameron Dallas,180480,['teen pop'],17
1201,1201,"Psycho, Pt. 2",Russ,161985,"['hawaiian hip hop', 'pop rap']",17
4280,4280,Mutual Butterflies,Ryan Trey,183875,['trap soul'],17
3079,3079,Canyon Moon,Harry Styles,189784,['pop'],17
4999,4999,Mr. Perfectly Fine (Taylor’s Version) [From The Vault],Taylor Swift,277592,['pop'],17
4729,4729,Iloveyou,BETWEEN FRIENDS,166359,"['indie pop', 'la pop', 'pov: indie']",17
4190,4190,Life's a Mess,Juice WRLD & Halsey,202193,"['chicago rap', 'melodic rap', 'rap']",17
119,119,If I Could Fly,One Direction,230325,"['boy band', 'pop', 'post-teen pop', 'talent show']",17
1265,1265,HYFR (Hell Ya F*****g Right) [feat. Lil Wayne],Drake,206627,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",17
2446,2446,Life Must Go On,Quinn XCII,185587,['indie pop rap'],17
2684,2684,Perfect Day (A True Story),Gabbie Hanna,165502,['alt z'],17
1288,1288,They Don't Know About Us,One Direction,201693,"['boy band', 'pop', 'post-teen pop', 'talent show']",17
1290,1290,She's Not Afraid,One Direction,190720,"['boy band', 'pop', 'post-teen pop', 'talent show']",17
6460,6460,Consideration (feat. SZA),Rihanna,161078,"['barbadian pop', 'pop', 'urban contemporary']",17
589,589,Oui,Jeremih,238316,"['chicago rap', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",17
4559,4559,Worst Luck,6LACK,206133,"['atl hip hop', 'melodic rap', 'r&b', 'rap', 'trap']",17
4225,4225,White Iverson,Post Malone,256532,"['dfw rap', 'melodic rap', 'pop', 'rap']",17
6157,6157,Hateful,Post Malone,178160,"['dfw rap', 'melodic rap', 'pop', 'rap']",17
969,969,One Last Time,"Christopher Jackson, Lin-Manuel Miranda & Original Broadway Cast of ""Hamilton""",296388,[],17
902,902,Where Do Broken Hearts Go,One Direction,229038,"['boy band', 'pop', 'post-teen pop', 'talent show']",17
858,858,Worst,Quinn XCII,195280,['indie pop rap'],17
4627,4627,20 Something,SZA,198160,"['pop', 'r&b', 'rap']",17
2583,2583,DEAD TO ME,blackbear,180576,['pop'],17
2343,2343,Oreo,Hung Slung Money,165187,[],17
951,951,Helpless,"Phillipa Soo & Original Broadway Cast of ""Hamilton""",249771,[],17
2737,2737,Out of Love,Alessia Cara,227693,"['canadian contemporary r&b', 'canadian pop', 'pop']",17
841,841,King's Dead,"Jay Rock, Kendrick Lamar, Future, James Blake",225274,[],17
1918,1918,Drip Too Hard,Lil Baby & Gunna,145543,"['atl hip hop', 'atl trap', 'rap', 'trap']",17
976,976,Stay Alive (Reprise),"Lin-Manuel Miranda, Anthony Ramos, Phillipa Soo & Original Broadway Cast of ""Hamilton""",111553,[],17
1073,1073,Yikes,Kanye West,188771,"['chicago rap', 'hip hop', 'rap']",17
3149,3149,Assassin,John Mayer,314844,"['neo mellow', 'singer-songwriter']",17
3144,3144,Your Body Is a Wonderland,John Mayer,249627,"['neo mellow', 'singer-songwriter']",17
6088,6088,Father Time (feat. Sampha),Kendrick Lamar,222497,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",17
3865,3865,Mr. Valentine,916frosty,220032,"['emo rap', 'melodic rap']",17
2587,2587,Love Scars,Trippie Redd,143969,"['melodic rap', 'rap', 'trap']",17
7087,7087,messier,Tate McRae,237192,['pop'],17
2881,2881,I.F.L.Y.,Bazzi,165714,['pop'],17
1052,1052,Body,Wet,257017,"['brooklyn indie', 'electropop', 'indie poptimism', 'nyc pop', 'shimmer pop']",17
2371,2371,"Genius (feat. Sia, Diplo & Labrinth)",LSD,213719,['dance pop'],17
4743,4743,Hurricane,Bridgit Mendler,243987,"['pop', 'post-teen pop']",17
5839,5839,Play No Games (feat. Chris Brown & Ty Dolla $ign),Big Sean,216655,"['detroit hip hop', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap']",17
3792,3792,If I Were a Boy,Beyoncé,249147,"['pop', 'r&b']",17
1348,1348,I Think I'm In Love,Kat Dahlia,202667,"['hip pop', 'miami hip hop']",17
1327,1327,Why Don't We Go There,One Direction,174360,"['boy band', 'pop', 'post-teen pop', 'talent show']",17
2198,2198,MIDDLE CHILD,J. Cole,213594,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",17
3296,3296,verbatim,blackbear,216774,['pop'],17
1370,1370,Never Enough,Loren Allred,207787,[],17
568,568,Reminding Me (feat. Vanessa Hudgens),Shawn Hook,209924,['canadian pop'],17
124,124,Perfect,One Direction,230342,"['boy band', 'pop', 'post-teen pop', 'talent show']",16
3793,3793,Build It Up,Ingrid Michaelson,229803,[],16
5843,5843,Many Men (Wish Death),50 Cent,256227,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']",16
4279,4279,HEARTBREAK ANNIVERSARY,GIVĒON,196795,['r&b'],16
5849,5849,If It Wasn’t for Trucks,Riley Green,197333,"['contemporary country', 'country road', 'modern country pop', 'modern country rock']",16
5853,5853,I Don't Dance,Lee Brice,239187,"['contemporary country', 'country', 'country road', 'modern country rock']",16
2389,2389,Remember the Name (feat. Styles of Beyond),Fort Minor,230493,['rap rock'],16
6010,6010,The Other Side,Jason Derulo,226987,"['dance pop', 'pop']",16
2435,2435,ilomilo,Billie Eilish,156371,"['art pop', 'pop']",16
2153,2153,Super Rich Kids (feat. Earl Sweatshirt),Frank Ocean,304760,"['lgbtq+ hip hop', 'neo soul']",16
4245,4245,the last great american dynasty,Taylor Swift,230999,['pop'],16
5706,5706,‘87 Stingray,Tory Lanez,141333,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'trap']",16
3750,3750,Good Grief,Bastille,206500,"['metropopolis', 'modern rock', 'pop']",16
1721,1721,Fingers,Lil Peep,182893,"['cloud rap', 'emo rap', 'lgbtq+ hip hop']",16
2311,2311,Yeah 3X,Chris Brown,241667,"['r&b', 'rap']",16
6089,6089,You Proof,Morgan Wallen,157478,['contemporary country'],16
357,357,I Don't F**k With You (feat. E-40),Big Sean,284397,"['detroit hip hop', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap']",16
1328,1328,Does He Know?,One Direction,179413,"['boy band', 'pop', 'post-teen pop', 'talent show']",16
2479,2479,"10,000 Hours",PRETTYMUCH,193096,"['boy band', 'post-teen pop', 'teen pop']",16
6288,6288,Love Lost,Mac Miller & The Temper Trap,162876,"['hip hop', 'pittsburgh rap', 'rap']",16
1591,1591,Bloom (Bonus Track),The Paper Kites,210080,"['australian indie folk', 'indie anthem-folk', 'indie folk', 'stomp and flutter', 'stomp and holler']",16
2433,2433,my strange addiction,Billie Eilish,179884,"['art pop', 'pop']",16
6406,6406,Love on the Brain,Rihanna,223996,"['barbadian pop', 'pop', 'urban contemporary']",16
971,971,The Adams Administration,"Original Broadway Cast of ""Hamilton""",54840,[],16
5089,5089,Peaches (feat. Daniel Caesar & GIVĒON),Justin Bieber,198082,"['canadian pop', 'pop']",16
5615,5615,Come Back...Be Here (Taylor's Version),Taylor Swift,223326,['pop'],16
3440,3440,Heartless,Kanye West,211000,"['chicago rap', 'hip hop', 'rap']",16
2910,2910,You Say,Lauren Daigle,274693,"['ccm', 'christian alternative rock', 'christian music']",16
2700,2700,HIGH1X,blackbear,169786,['pop'],16
1145,1145,Money Trees (feat. Jay Rock),Kendrick Lamar,386905,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",16
1764,1764,"I Wanna Be with You (feat. Nicki Minaj, Future & Rick Ross)",DJ Khaled,251280,"['hip hop', 'miami hip hop', 'pop rap', 'rap']",16
