,Unnamed: 0,trackName,Artist,msPlayed,artist_genres,Track Play Count
2570,2570,Paradise,Bazzi,169038,['pop'],244
2996,2996,Still Up All Night,Eli Sostre,185600,"['dark r&b', 'trap soul']",171
3002,3002,Love on the Weekend,John Mayer,212320,"['neo mellow', 'singer-songwriter']",122
3369,3369,Good Girls Gone Bad,A Boogie wit da Hoodie,105675,"['melodic rap', 'rap', 'trap']",120
1966,1966,Famous (feat. Reginae Carter),Lil Wayne,242050,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",118
3556,3556,Far From You,Rich The Kid,146640,"['atl hip hop', 'melodic rap', 'plugg', 'rap', 'trap']",115
3050,3050,Still Don't Know My Name,Labrinth,153294,"['indie poptimism', 'pop']",110
2745,2745,Ashley (feat. Miguel),Big Sean,262018,"['detroit hip hop', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap']",109
1766,1766,3 Nights,Dominic Fike,177667,"['alternative pop rock', 'pov: indie']",107
2415,2415,Higher,The Score,214613,"['modern alternative rock', 'pov: indie']",106
3669,3669,Right Above It (feat. Drake),Lil Wayne & Drake,271947,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",106
2663,2663,Good Things Fall Apart,ILLENIUM & Jon Bellion,216668,"['edm', 'melodic dubstep', 'pop dance']",105
3280,3280,Bara Du,Kasbo,153889,"['future bass', 'pop edm', 'swedish electropop', 'vapor twitch']",105
3350,3350,Splash,Ty James & unheard,150448,['melodic rap'],102
2605,2605,Sunshine,POWERS,254641,"['indie poptimism', 'la pop']",99
1750,1750,Waves,Kanye West,181573,"['chicago rap', 'hip hop', 'rap']",98
190,190,All My Friends (feat. Tinashe & Chance The Rapper),Snakehips,229738,"['electropop', 'uk dance']",95
2245,2245,3:15,Bazzi,167019,['pop'],91
5388,5388,BOOTS,HARDY,193902,"['contemporary country', 'modern country pop']",90
1881,1881,Die Trying,Michl,209537,"['r&b', 'soul']",90
3044,3044,Woman,ACOT,60735,['meme rap'],89
4294,4294,Invoice,Nevi,151036,[],89
3161,3161,Killa (feat. Bells),CHRIS YONGE,202067,['canadian hip hop'],89
1092,1092,L$D,A$AP Rocky,238314,"['east coast hip hop', 'hip hop', 'rap', 'trap']",88
3958,3958,Heady,Reaper,211639,[],88
3438,3438,Mirror Masa,ShadowStep,138423,[],88
2757,2757,Longshot,Catfish and the Bottlemen,232959,"['modern alternative rock', 'modern rock', 'stomp pop', 'welsh rock']",87
917,917,The Age of Worry,John Mayer,159720,"['neo mellow', 'singer-songwriter']",86
2275,2275,Cartier,Bazzi,172496,['pop'],85
3208,3208,Yours,SG Lewis,230540,"['electropop', 'indie soul', 'nu disco', 'uk dance', 'vapor soul']",85
358,358,Electric (feat. Khalid),Alina Baraz,246327,['etherpop'],85
2567,2567,Droptop in the Rain (feat. Tory Lanez),Ty Dolla $ign,180868,"['hip hop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",84
3338,3338,Lonely,Jay Sean,186596,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",83
245,245,How To Love,Lil Wayne,240307,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",81
2494,2494,Hurricane,Luke Combs,223307,"['contemporary country', 'country']",81
3445,3445,When I R.I.P.,Labrinth,174568,"['indie poptimism', 'pop']",80
3069,3069,MILK,BROCKHAMPTON,295000,"['boy band', 'rap']",80
3525,3525,They Ain't You,Tyla Yaweh,167996,"['cali rap', 'melodic rap']",80
4182,4182,Pray 4 Love (feat. The Weeknd),Travis Scott,307004,"['hip hop', 'rap', 'slap house']",79
3011,3011,Still Feel Like Your Man,John Mayer,234533,"['neo mellow', 'singer-songwriter']",79
337,337,PRBLMS,6LACK,246773,"['atl hip hop', 'melodic rap', 'r&b', 'rap', 'trap']",79
2693,2693,ITS ALL GONNA BURN,blackbear,192371,['pop'],79
3143,3143,In the Blood,John Mayer,244773,"['neo mellow', 'singer-songwriter']",79
3436,3436,Forever,916frosty,201572,"['emo rap', 'melodic rap']",78
4350,4350,Daylight,Joji & Diplo,163906,['viral pop'],78
1628,1628,Guilty Pleasure,Bryce Vine,204413,['indie pop rap'],78
3057,3057,I Hope,Gabby Barrett,210773,['contemporary country'],78
2388,2388,With You,Fetty Wap & KDL,224841,"['new jersey rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",77
2566,2566,Peanut Butter Jelly,Galantis,203697,"['dance pop', 'edm', 'pop', 'pop dance']",77
1635,1635,UCLA,RL Grime & 24hrs,192000,"['brostep', 'edm', 'electro house', 'electronic trap']",77
3134,3134,Better (feat. Stefflon Don),Lil Yachty,242431,"['atl hip hop', 'melodic rap', 'rap', 'trap']",76
1890,1890,Lullaby Baby,916frosty,266325,"['emo rap', 'melodic rap']",76
1192,1192,Blue Tint,Drake,162800,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",75
3016,3016,You & Jennifer,bülow,159162,"['alt z', 'indietronica']",75
3150,3150,Gets Better,Catie Turner,180055,"['alt z', 'gen z singer-songwriter']",75
3427,3427,Honeybee,The Head and the Heart,196055,"['folk-pop', 'seattle indie', 'stomp and holler']",74
3051,3051,Mount Everest,Labrinth,157477,"['indie poptimism', 'pop']",74
2941,2941,Sunday,Matty Wood$,160566,"['indie hip hop', 'st louis rap']",74
3666,3666,Whiskey Glasses,Morgan Wallen,234347,['contemporary country'],73
2507,2507,Empty,Kevin Abstract,194337,"['afrofuturism', 'lgbtq+ hip hop']",73
2981,2981,Hot Rod,Dayglow,204014,"['austindie', 'indie rock', 'pov: indie']",73
2744,2744,Sundress,A$AP Rocky,158206,"['east coast hip hop', 'hip hop', 'rap', 'trap']",72
3918,3918,Formula,Labrinth,91870,"['indie poptimism', 'pop']",71
639,639,Ditmas,Mumford & Sons,218628,"['modern folk rock', 'modern rock', 'neo mellow', 'stomp and holler', 'uk americana']",71
4961,4961,Erase Me (feat. Kanye West),Kid Cudi & Kanye West,192253,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",71
65,65,Sweet Creature,Harry Styles,224870,['pop'],70
199,199,Sober II (Melodrama),Lorde,178639,"['art pop', 'metropopolis', 'nz pop', 'pop']",70
3428,3428,Moonwalk,Rexx Life Raj & Kenny Beats,168864,"['cali rap', 'canadian hip hop']",70
1511,1511,Stan,6LACK,303750,"['atl hip hop', 'melodic rap', 'r&b', 'rap', 'trap']",70
2762,2762,That's Life (feat. Mac Miller & Sia),88-Keys,202391,['alternative hip hop'],69
814,814,before I close my eyes,XXXTENTACION,99658,"['emo rap', 'miami hip hop', 'rap']",69
5172,5172,Wonderin' Bout the Wind,Morgan Wallen,182227,['contemporary country'],69
370,370,Talk Too Much (NOW What's Next!),COIN,185667,[],69
1899,1899,Fire Starter (feat. Emani22),Trippie Redd,157500,"['melodic rap', 'rap', 'trap']",68
2338,2338,Ungrateful Eyes,Jon Bellion,204760,['indie pop rap'],68
2492,2492,Black,Dierks Bentley,210413,"['contemporary country', 'country', 'country road', 'modern country rock']",68
319,319,It's All in Vain,Wet,214274,"['brooklyn indie', 'electropop', 'indie poptimism', 'nyc pop', 'shimmer pop']",68
4591,4591,Yellow Lights,Harry Hudson,171382,['pop r&b'],67
2926,2926,Remember When,Wallows,155147,['pov: indie'],67
2651,2651,Let's Hurt Tonight,OneRepublic,194520,"['piano rock', 'pop']",67
580,580,Everglow,Coldplay,282693,"['permanent wave', 'pop']",67
2266,2266,Soarin,Bazzi,177105,['pop'],66
4921,4921,Everyday (feat. Rod Stewart x Miguel x Mark Ronson),A$AP Rocky,260991,"['east coast hip hop', 'hip hop', 'rap', 'trap']",66
3984,3984,IMPATIENT,SEBASTIAN PAUL,189309,[],66
547,547,Losin Control,Russ,237507,"['hawaiian hip hop', 'pop rap']",66
5243,5243,"Club Can't Handle Me (feat. David Guetta) [From ""Step Up 3D""]",Flo Rida,232616,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",66
1803,1803,Burn the House Down,AJR,212689,['pov: indie'],65
263,263,Hefner,Tana Mongeau,105231,['social media pop'],65
4914,4914,When In Rome,Mac Miller,223119,"['hip hop', 'pittsburgh rap', 'rap']",64
1034,1034,Full Circle,Quinn XCII,219459,['indie pop rap'],64
2518,2518,Hell Raisin' Heat of the Summer,Florida Georgia Line,213333,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",64
2650,2650,The Nights,Avicii,176658,"['dance pop', 'edm', 'pop', 'pop dance']",64
4045,4045,Bad Tings (feat. DB Bantino),Zoey Dollaz,229227,['miami hip hop'],64
4257,4257,Martin & Gina,Polo G,132833,"['chicago rap', 'rap']",64
2513,2513,When It Rains It Pours,Luke Combs,242680,"['contemporary country', 'country']",64
2911,2911,hot girl bummer,blackbear,188344,['pop'],63
4524,4524,Missed Calls,Mac Miller,178903,"['hip hop', 'pittsburgh rap', 'rap']",63
3052,3052,Sunkissed,khai dreams,126464,"['lo-fi rap', 'pov: indie']",63
2571,2571,Are You Bored Yet? (feat. Clairo),Wallows,178000,['pov: indie'],63
794,794,Came Up (feat. Post Malone & Key),"Flosstradamus, FKi1st & graves",214929,['cali rap'],63
2606,2606,Jaded,sadeyes,160625,"['emo rap', 'sad lo-fi', 'sad rap']",63
3140,3140,Same Ones,Marko Penn,211889,['cali rap'],63
3082,3082,To Be So Lonely,Harry Styles,192071,['pop'],63
1545,1545,One Number Away,Luke Combs,222573,"['contemporary country', 'country']",62
1364,1364,Slow Dancing in a Burning Room,John Mayer,241947,"['neo mellow', 'singer-songwriter']",62
189,189,Perfect Places,Lorde,221874,"['art pop', 'metropopolis', 'nz pop', 'pop']",62
3152,3152,Power Trip (feat. Miguel),J. Cole,241160,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",62
2393,2393,When I Look At You,Miley Cyrus,249667,[],62
2284,2284,1 SIDED LOVE,blackbear,170667,['pop'],62
2274,2274,BRB,Bazzi,160582,['pop'],62
2738,2738,Don’t Give Up on Me,Andy Grammer,196188,"['neo mellow', 'post-teen pop', 'viral pop']",61
3265,3265,1955 (feat. Montaigne and Tom Thum),Hilltop Hoods,239280,['australian hip hop'],61
2622,2622,Phases,PRETTYMUCH,215760,"['boy band', 'post-teen pop', 'teen pop']",61
3245,3245,Have Fun at Your Party,GRAACE,220178,['australian alternative pop'],61
2419,2419,Dazed & Confused,Ruel,189608,"['alt z', 'australian alternative pop', 'pop']",61
4718,4718,Booster Seat,Spacey Jane,268880,"['australian indie rock', 'australian surf rock', 'fremantle indie', 'perth indie']",61
4593,4593,Baby Blue,Rence,208000,[],61
460,460,hostage,Billie Eilish,229426,"['art pop', 'pop']",61
1094,1094,HAPPINESS,NEEDTOBREATHE,205771,"['ccm', 'christian alternative rock', 'christian indie', 'christian music', 'folk-pop']",61
3435,3435,Nothing but Trouble (Instagram Models) [From 808: The Music],Lil Wayne & Charlie Puth,217984,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",60
1898,1898,Topanga,Trippie Redd,215364,"['melodic rap', 'rap', 'trap']",60
1459,1459,Shoota (feat. Lil Uzi Vert),Playboi Carti,153800,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']",60
1629,1629,Stay Together,Noah Cyrus,192732,"['alt z', 'pop']",60
3004,3004,Say,John Mayer,230213,"['neo mellow', 'singer-songwriter']",59
3802,3802,Worthy of You,Plested,190619,['singer-songwriter pop'],59
635,635,Hard Times,Paramore,182695,"['candy pop', 'modern rock', 'pixie', 'pop', 'pop emo', 'pop punk', 'rock']",59
1063,1063,No Such Thing as a Broken Heart,Old Dominion,177733,"['contemporary country', 'country', 'country road', 'modern country rock']",59
1974,1974,Mess,Lil Wayne,212428,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",59
2321,2321,4th Dimension (feat. Louis Prima),KIDS SEE GHOSTS,153351,[],59
1995,1995,Bones,Paris Shadows,160013,"['emo rap', 'melodic rap']",59
3249,3249,Praying to a God,Mr. Probz,220495,['pop dance'],59
4167,4167,Lil Mama (feat. Trevor Daniel),Miles Wesley,174267,['sad rap'],59
4175,4175,Death & Taxes,Daniel Caesar,305081,['canadian contemporary r&b'],58
3064,3064,2009,Mac Miller,348002,"['hip hop', 'pittsburgh rap', 'rap']",58
5226,5226,a m a r i,J. Cole,148421,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",58
1897,1897,Dog Days Are Over,Florence + the Machine,252795,"['baroque pop', 'electropop', 'modern rock', 'neo mellow', 'uk alternative pop']",58
462,462,Broken,lovelytheband,204878,"['modern alternative rock', 'modern rock', 'pov: indie']",58
1203,1203,Some Kind of Drug (feat. Marc E. Bassy),G-Eazy,222467,"['indie pop rap', 'oakland hip hop', 'pop rap', 'rap']",58
1130,1130,Fantasy,Alina Baraz & Galimatias,218947,"['vapor soul', 'vapor twitch']",57
4183,4183,Vertigo,Khalid,270415,"['pop', 'pop r&b']",57
1512,1512,Unfair,6LACK,136916,"['atl hip hop', 'melodic rap', 'r&b', 'rap', 'trap']",57
394,394,Morning In America,Jon Bellion,265950,['indie pop rap'],57
1522,1522,Scripture,6LACK,200205,"['atl hip hop', 'melodic rap', 'r&b', 'rap', 'trap']",57
1064,1064,You Found Me,The Fray,241853,"['neo mellow', 'piano rock', 'pop', 'pop rock']",56
321,321,Daughters,John Mayer,239320,"['neo mellow', 'singer-songwriter']",56
3344,3344,Wish You Pain,Andy Grammer,227545,"['neo mellow', 'post-teen pop', 'viral pop']",56
3465,3465,No Role Modelz,J. Cole,292799,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",56
1958,1958,Mona Lisa (feat. Kendrick Lamar),Lil Wayne,324189,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",56
645,645,We Find Love,Daniel Caesar,254919,['canadian contemporary r&b'],56
4445,4445,Cringe,Matt Maeson,216213,['pov: indie'],56
3385,3385,Mamacita (feat. Rich Homie Quan & Young Thug),Travis Scott,274320,"['hip hop', 'rap', 'slap house']",56
3975,3975,Blue Notes,Meek Mill,227809,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",56
1782,1782,All I Want To Hear You Say,Sea Girls,190000,['english indie rock'],55
1990,1990,How to Be Yours,Chris Renzema,288593,"['ccm', 'worship']",55
1978,1978,Let It All Work Out,Lil Wayne,316192,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",55
120,120,Glory and Gore,Lorde,210738,"['art pop', 'metropopolis', 'nz pop', 'pop']",55
464,464,Make You Feel Pretty,lovelytheband,230857,"['modern alternative rock', 'modern rock', 'pov: indie']",55
3424,3424,MY BED,24kGoldn,121507,"['cali rap', 'pop rap']",55
193,193,Green Light,Lorde,234662,"['art pop', 'metropopolis', 'nz pop', 'pop']",55
412,412,The Night We Met,Lord Huron,208212,"['indie folk', 'stomp and holler']",55
1510,1510,Seasons (feat. Khalid),6LACK,250001,"['atl hip hop', 'melodic rap', 'r&b', 'rap', 'trap']",54
5044,5044,Learn To Let Go,Kesha,217546,"['dance pop', 'pop']",54
591,591,Japanese Denim,Daniel Caesar,270847,['canadian contemporary r&b'],54
5109,5109,Amen (Pre Fight Prayer),Mike WiLL Made-It & Lil Wayne,121171,"['atl hip hop', 'rap', 'southern hip hop', 'trap']",54
2703,2703,HEARTBROKEN,blackbear,134253,['pop'],54
2937,2937,False Direction,Dayglow,277200,"['austindie', 'indie rock', 'pov: indie']",54
4283,4283,Nights Like This (feat. Ty Dolla $ign),Kehlani,201788,"['pop', 'r&b', 'rap']",54
1139,1139,Cloudy Skies,Lil Skies,193108,['melodic rap'],54
1523,1523,Nonchalant,6LACK,183265,"['atl hip hop', 'melodic rap', 'r&b', 'rap', 'trap']",53
1926,1926,Show Me What I'm Looking For,Carolina Liar,240467,"['modern alternative rock', 'oth indie']",53
2581,2581,First,Cold War Kids,200360,"['indie rock', 'modern alternative rock', 'modern rock', 'piano rock', 'stomp and holler']",53
1777,1777,Yellow (feat. Nelly),Aminé,179995,"['pop rap', 'portland hip hop', 'rap', 'underground hip hop']",53
3191,3191,Drnktxts,CHRIS YONGE,230871,['canadian hip hop'],52
214,214,"Homemade Dynamite (Remix) [feat. Khalid, Post Malone & SZA]",Lorde,214255,"['art pop', 'metropopolis', 'nz pop', 'pop']",52
3763,3763,Meet Me in the Woods,Lord Huron,262209,"['indie folk', 'stomp and holler']",52
2488,2488,Trophies (feat. Drake),Young Money,188317,"['dirty south rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",52
4074,4074,Apparently,J. Cole,292865,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",52
2039,2039,Magic in the Hamptons (feat. Lil Yachty),Social House,164640,[],52
1381,1381,Reminder,The Weeknd,218879,"['canadian contemporary r&b', 'canadian pop', 'pop']",52
2761,2761,Açaí Bowl,Dominic Fike,177400,"['alternative pop rock', 'pov: indie']",52
3774,3774,Drops of Jupiter (Tell Me),Train,259933,"['dance pop', 'neo mellow', 'pop', 'pop rock']",52
4184,4184,I Don't Think I'm Okay,Bazzi,176250,['pop'],52
3046,3046,Come Back to Earth,Mac Miller,161865,"['hip hop', 'pittsburgh rap', 'rap']",52
3166,3166,Five More Hours (Deorro x Chris Brown),Deorro & Chris Brown,212438,[],52
4038,4038,Up Down (feat. Florida Georgia Line),Morgan Wallen,197253,['contemporary country'],51
459,459,ocean eyes,Billie Eilish,200379,"['art pop', 'pop']",51
1914,1914,Shakira (feat. Marty),nobigdyl.,186934,"['christian hip hop', 'christian trap', 'nashville hip hop']",51
726,726,LOYALTY. (FEAT. RIHANNA.),Kendrick Lamar,227360,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",51
5092,5092,SUPERPOSITION (feat. John Mayer),Daniel Caesar,263795,['canadian contemporary r&b'],51
1605,1605,beibs in the trap,Travis Scott,213863,"['hip hop', 'rap', 'slap house']",51
3521,3521,Unfold,Alina Baraz & Galimatias,272143,"['vapor soul', 'vapor twitch']",50
2281,2281,Wasted (feat. Matthew Koma),Tiësto,190014,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'slap house', 'trance']",50
2756,2756,Sorry,Hala,211946,"['anime rap', 'otacore']",50
2263,2263,Changed,Bazzi,143022,['pop'],50
3087,3087,Watermelon Sugar,Harry Styles,173991,['pop'],50
4603,4603,777,Joji,181772,['viral pop'],50
1259,1259,We'll Be Fine (feat. Birdman),Drake,247960,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",50
2106,2106,100 Bad Days,AJR,212783,['pov: indie'],50
1805,1805,At My Weakest,James Arthur,217909,"['pop', 'talent show', 'uk pop']",49
3979,3979,Before You Go,Lewis Capaldi,216062,"['pop', 'uk pop']",49
1888,1888,Train Wreck,James Arthur,208864,"['pop', 'talent show', 'uk pop']",49
1823,1823,better off,Jeremy Zucker & Chelsea Cutler,193947,"['alt z', 'electropop', 'pop']",49
960,960,Yorktown (The World Turned Upside Down),"Original Broadway Cast of ""Hamilton""",242588,[],49
5395,5395,It Rains (feat. Kenny Mason),Wiley From Atlanta,196535,[],49
202,202,Liability (Reprise),Lorde,136020,"['art pop', 'metropopolis', 'nz pop', 'pop']",49
1573,1573,All Night Longer,Sammy Adams,177093,['indie pop rap'],49
2885,2885,No Way!,Bazzi,112105,['pop'],49
3086,3086,Adore You,Harry Styles,207140,['pop'],49
3205,3205,RoboCop,Kanye West,274360,"['chicago rap', 'hip hop', 'rap']",49
2147,2147,Weekend (feat. Miguel),Mac Miller,208085,"['hip hop', 'pittsburgh rap', 'rap']",49
1882,1882,Noticed,Lil Mosey,165000,"['melodic rap', 'rap conscient']",49
5123,5123,Blame (feat. John Newman),Calvin Harris,212960,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",49
2524,2524,SWEAR TO GOD,blackbear,150263,['pop'],49
3962,3962,Chasin' You,Morgan Wallen,205453,['contemporary country'],48
2442,2442,La Di Da,Lennon Stella,209773,"['alt z', 'canadian pop', 'uk pop']",48
404,404,Past Lives,BØRNS,274319,"['indie poptimism', 'modern alternative rock', 'modern rock', 'pov: indie']",48
326,326,The Peaks (feat. Kimberly Anne),Lewis Watson,251480,"['indie anthem-folk', 'neo-singer-songwriter', 'oxford indie']",48
5376,5376,Party Monster,The Weeknd,249208,"['canadian contemporary r&b', 'canadian pop', 'pop']",48
4112,4112,Back and Forth,SEBASTIAN PAUL,180000,[],48
2882,2882,Live Forever,Bazzi,152471,['pop'],48
3542,3542,Going Thru,Christian Alexander,313935,['modern indie pop'],48
463,463,Feeling Whitney,Post Malone,257278,"['dfw rap', 'melodic rap', 'pop', 'rap']",48
3524,3524,I’m Sick of Trying,Vaboh,188054,['emo rap'],48
3138,3138,Come Thru,Jacquees,291500,"['atl hip hop', 'pop r&b', 'pop rap', 'r&b', 'rap', 'trap']",48
553,553,Cherry Hill,Russ,222453,"['hawaiian hip hop', 'pop rap']",47
4530,4530,Donald Trump,Mac Miller,164523,"['hip hop', 'pittsburgh rap', 'rap']",47
3076,3076,She,dodie,213612,"['alt z', 'indie pop', 'pov: indie']",47
1047,1047,Thunder,Roy Blair,313663,['bedroom pop'],47
2884,2884,Fallin (feat. 6LACK),Bazzi,150589,['pop'],47
2530,2530,Things You Can't Change,Rhys Lewis,199537,['uk pop'],47
3751,3751,Sweet Disposition,The Temper Trap,230794,"['indietronica', 'modern rock', 'shimmer pop']",47
2364,2364,1 SIDED LOVE,blackbear,170667,['pop'],47
3433,3433,Just My Luck (feat. blackbear),Marc E. Bassy,186497,"['indie pop rap', 'pop r&b']",47
2044,2044,Closure,Hope Waidley,249405,[],47
1993,1993,Talk Is Overrated (feat. blackbear),Jeremy Zucker,189800,"['alt z', 'electropop', 'pop']",46
4907,4907,Wasted On You,Morgan Wallen,178520,['contemporary country'],46
2483,2483,Dear John,Taylor Swift,403920,['pop'],46
2320,2320,Twenty One,Greyson Chance,192766,"['post-teen pop', 'viral pop']",46
2934,2934,TROJAN HORSE,SEBASTIAN PAUL,266394,[],46
1588,1588,From Eden,Hozier,222427,"['irish singer-songwriter', 'modern rock', 'pov: indie']",46
1517,1517,Pretty Little Fears (feat. J. Cole),6LACK,240342,"['atl hip hop', 'melodic rap', 'r&b', 'rap', 'trap']",46
2984,2984,Fair Game,Dayglow,262500,"['austindie', 'indie rock', 'pov: indie']",46
4164,4164,Radioactive (feat. Kendrick Lamar),Imagine Dragons,282668,"['modern rock', 'pop', 'rock']",46
4264,4264,Had Me by Halftime,Morgan Wallen,172080,['contemporary country'],46
2157,2157,Lost,Frank Ocean,234093,"['lgbtq+ hip hop', 'neo soul']",46
3085,3085,Lights Up,Harry Styles,172216,['pop'],46
2575,2575,Who Hurt You?,Daniel Caesar,231964,['canadian contemporary r&b'],46
2750,2750,Someone You Loved,Lewis Capaldi,182173,[],46
3937,3937,you broke me first,Tate McRae,169266,['pop'],46
2874,2874,affection,BETWEEN FRIENDS,235226,"['indie pop', 'la pop', 'pov: indie']",46
906,906,Night Changes,One Direction,226598,"['boy band', 'pop', 'post-teen pop', 'talent show']",46
4300,4300,Garden (Say It Like Dat),SZA,208397,"['pop', 'r&b', 'rap']",46
904,904,Girl Almighty,One Direction,201857,"['boy band', 'pop', 'post-teen pop', 'talent show']",46
498,498,Daddy Issues,The Neighbourhood,260164,"['modern alternative rock', 'modern rock', 'pop']",46
2041,2041,Love U Better (feat. Lil Wayne & The-Dream),Ty Dolla $ign,181872,"['hip hop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",46
3127,3127,Ripples,Maximillian,195404,['gen z singer-songwriter'],45
2766,2766,"Maybe, I'm Afraid",lovelytheband,188735,"['modern alternative rock', 'modern rock', 'pov: indie']",45
3047,3047,Video Games,The Young Professionals,226627,['electropop'],45
1488,1488,Can I Be Him,James Arthur,246776,"['pop', 'talent show', 'uk pop']",45
363,363,Break Up in a Small Town,Sam Hunt,231103,"['contemporary country', 'country', 'country pop', 'modern country rock']",45
2000,2000,Violent Crimes,Kanye West,215271,"['chicago rap', 'hip hop', 'rap']",45
1557,1557,double,blackbear,180496,['pop'],45
900,900,Steal My Girl,One Direction,228138,"['boy band', 'pop', 'post-teen pop', 'talent show']",45
2969,2969,Goodbyes (feat. Young Thug),Post Malone,174843,"['dfw rap', 'melodic rap', 'pop', 'rap']",44
1804,1804,I'm With You,Vance Joy,241173,"['folk-pop', 'modern rock']",44
5244,5244,Cleopatra,The Lumineers,201413,"['folk-pop', 'modern rock', 'stomp and holler']",44
497,497,Cain,EXES,216000,"['alt z', 'indie poptimism', 'la pop']",44
954,954,Wait For It,"Leslie Odom, Jr. & Original Broadway Cast of ""Hamilton""",193750,[],44
4104,4104,Knock Knock,Mac Miller,197929,"['hip hop', 'pittsburgh rap', 'rap']",44
3319,3319,Stranger Things,Joyner Lucas & Chris Brown,219733,"['boston hip hop', 'hip hop', 'pop rap', 'rap']",44
2447,2447,Liquor Locker,VIC MENSA,258120,"['canadian hip hop', 'chicago rap', 'conscious hip hop', 'underground hip hop']",44
4201,4201,Come & Go,Juice WRLD & Marshmello,205485,"['chicago rap', 'melodic rap', 'rap']",44
1964,1964,What About Me (feat. Sosamann),Lil Wayne,216961,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",44
0,0,No Flockin,Kodak Black,165291,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']",44
127,127,Hey Angel,One Direction,240009,"['boy band', 'pop', 'post-teen pop', 'talent show']",44
4306,4306,Heaven,Julia Michaels,191797,[],44
2568,2568,Lollipop (Remix),Lil Wayne,261840,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",44
194,194,Sober,Lorde,197236,"['art pop', 'metropopolis', 'nz pop', 'pop']",44
2584,2584,Save You,Ray Rockman,192000,[],43
994,994,"Figures, a Reprise (feat. Daniel Caesar)",Jessie Reyez,192797,"['canadian contemporary r&b', 'canadian pop']",43
1382,1382,Sky Walker (feat. Travis Scott),Miguel,259334,"['r&b', 'urban contemporary']",43
505,505,I'll Be Good,Jaymes Young,248554,['indie poptimism'],43
2481,2481,Say You Do,Dierks Bentley,220027,"['contemporary country', 'country', 'country road', 'modern country rock']",43
2499,2499,You Da One,Rihanna,200013,"['barbadian pop', 'pop', 'urban contemporary']",43
2264,2264,Somebody,Bazzi,170400,['pop'],43
1043,1043,Atlantis,Seafret,229613,['folk-pop'],43
2347,2347,BLACKJACK,Aminé,117309,"['pop rap', 'portland hip hop', 'rap', 'underground hip hop']",43
461,461,Bored,Billie Eilish,180933,"['art pop', 'pop']",43
2914,2914,What's the Move (feat. Lil Uzi Vert),Young Thug,251080,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']",43
2107,2107,NO EXCUSES,NEEDTOBREATHE,165243,"['ccm', 'christian alternative rock', 'christian indie', 'christian music', 'folk-pop']",43
197,197,Liability,Lorde,172061,"['art pop', 'metropopolis', 'nz pop', 'pop']",43
4025,4025,Pink + White,Frank Ocean,184516,"['lgbtq+ hip hop', 'neo soul']",43
1518,1518,Disconnect,6LACK,265884,"['atl hip hop', 'melodic rap', 'r&b', 'rap', 'trap']",43
1587,1587,Infatuated,Jesus Honcho,147616,[],43
3228,3228,Habit,Still Woozy,153872,"['bedroom pop', 'oakland indie', 'pov: indie']",42
2317,2317,No Flockin,Kodak Black,165291,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']",42
2727,2727,Dan Bilzerian (feat. Lil Yachty),T-Pain,209663,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",42
201,201,Supercut,Lorde,277506,"['art pop', 'metropopolis', 'nz pop', 'pop']",42
